Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp
"TrueAccord
3.4",-1,2013,"San Francisco, CA",Enterprise Software & Network Solutions,"Why TrueAccord?

Debt collection is failing consumers. Every year, 77 million Americans have negative experiences with the collections process, and they deserve a better approach - one that is more relevant, more digital, and less abrasive. That’s why banks, lenders, and industry leaders are coming to TrueAccord for innovative solutions recovering outstanding receivables.

TrueAccord is a category-defining company. We combine machine learning with a human based approach to assist both clients and consumers through a challenging financial process. With a world-class leadership team, passionate and driven team members, and a diverse and growing client base, TrueAccord is well positioned for continued success. Come join our team and disrupt a multi-billion dollar industry that's been waiting for change.

The Role:

TrueAccord’s Analytics team is responsible for driving our business forward with data. The Data Analyst will join a team of highly motivated people who take the TrueAccord mission seriously and are determined to succeed. The core objective of this role is the development and delivery of analyses to cultivate TrueAccord’s strategies and maximize client performance.

As a Data Analyst, you will take an active role in highly complex/sensitive projects, using data and behavioral analytics to intimately understand the debtor population and what levers will affect cohort performance. You will conduct deep explorations into our data to identify trends, produce insights, and build predictive capabilities. You will gather key insights around our product, operations, and performance, and will deliver these to stakeholders to enable informed decision making. This is an exciting, high-profile role that has significant impact on TrueAccord and is integral to the company's success.
Responsibilities:
Use applied and behavioral analytics to analyze performance trends and optimize strategy execution.
Conduct root cause analyses to identify and understand key performance drivers.
Produce accountability for business outcomes through KPI creation and monitoring.
Develop forecast models to predict key production drivers and future performance, ensuring accuracy of longer-term strategy views.
Create metrics to track and improve operational efficiency and productivity.
Establish quantitative relationships between production levels and performance to enable opportunity sizing and scenario planning.
Deliver ad-hoc analytical support or reporting using a variety of concepts, practices, and data sources.
Routinely interact with key stakeholders to present performance information or findings from any assigned analyses.
Manage large amounts of data to develop solutions.
Ensure data integrity through the development and use of system controls.
Requirements:
A minimum of 2 years of experience using quantitative data analysis to solve problems and drive performance is required
BS/MS degree in an analytical discipline: finance, statistics, physics, applied mathematics, computer science, information systems, engineering, etc.
Ability to build complex models, perform deep analyses, and turn raw data into useful information
A deep understanding of statistical analysis, modeling, experiment design, and common pitfalls of data analysis
Fluency in SQL
Ability to drill into root causes and answer not only “Why” but also “So What”
Ability to present complex information and deliver insights to business partners clearly and concisely
Attention to detail and accuracy, while maintaining a solid awareness of the big picture, are extremely important
Strong interpersonal skills and ability to work effectively, both in a team environment and across operational groups
Must be able to work effectively with little direct supervision and in the face of ambiguity, shifting priorities, and multiple deadlines
Nice to Have:
Experience in Financial Services industry--with bonus points coming from relevant experience in the debt collections space
Experience with scenario planning (i.e., “What if” analyses), including the successful use of assumptions in place of key data points
Ability to use data-driven insights to influence process improvements.
Competency with data visualization or business intelligence tools such as Looker, Tableau, or Power BI.
Familiarity with a statistical language such as R or Python.
What TrueAccord offers you + Culture & Benefits

TrueAccord is headquartered in San Francisco and has a newly opened a location of excellence in Lenexa, KS. We offer a healthy work environment that continuously builds an inclusive and diverse culture where everyone is able to develop the best version of themselves. We are a dynamic group of people who are subject matter experts with a passion for change.

We offer:
*** Generous paid time off
*** Paid training
*** We promote work/life harmony
*** Paid holidays
*** Health, dental and vision benefits
*** 401K with matching

Our teams are crafting solutions to big problems every day. If you’re looking for an opportunity to do impactful work, join TrueAccord and make a difference.

Our Dedication to Diversity & Inclusion

TrueAccord is an equal opportunity employer. We promote, value, and thrive with a diverse & inclusive team. Different perspectives contribute to better solutions and this makes us stronger every day. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",Data Analyst,"San Francisco, CA",3.4,Unknown / Non-Applicable,-1,Information Technology,51 to 200 employees,Company - Private,2020-04-01T05:26:44.499295
"Church & Dwight
3.4",-1,1846,"Ewing, NJ",Consumer Products Manufacturing,"A collective energy and ambition. A place where you can make a real difference.

We’re a company that genuinely cares about our people, our products, our consumers and the environment.

Our unique, informal culture champions courage, determination and collaboration. Knowing we have an open and supportive team means each of us has the freedom to take responsibility and ownership. We have a shared passion to work hard, innovate and push boundaries.

United by the belief that when we strive for growth, anything is possible. While we might not be the largest company in our industry, we believe we can have the biggest impact because: Together We Have the Power to Win.

Role Summary

Responsible for managing the reporting needs and business requirements for our TPM and Analytical Systems (trade promotions management system) to include all future enhancements, updates, changes as well as new system implementations. Direct interface with all functions as well as contracted consultants to ensure integration and implementation of:
Process Optimization
TPO (Trade Promotion Optimization)
Sales Optimization
Development of standardized reporting & visualization of data
Artificial Intelligence / Machine Learning applications
Training & Change Management
Role Accountabilities and Responsibilities

Business Intelligence and Platform Analytics Strategy & Vision
Works with Sales Organization and leadership to develop robust reporting tools utilizing systems and technology to advance the Sales Organization’s ability to measure the performance of its business.
Work closely with cross functional teams to provide cohesive revenue management reporting.
Leverage technology to create and automate advanced reporting and visualizations to aid in speed to insights.
Oversight of Future of System and Reporting Initiatives
Ability to use disparate data sources along with our data lake to develop cutting edge intelligent reporting solutions.
Have a deep understanding of current systems to act as the system SME for capabilities and required enhancements to support the business.
Ability to translate business needs into technical requirements for IT and vice versa.
Education and Experience
Education & Experience
BA/BS degree from an accredited college/university.
5+ years of experience as a Sales Analyst, Business Analyst, BI Analyst, Trade Marketing Analyst or a related function.
Proficiency in Excel, PowerPoint, Power BI / Tableau, Syndicated Data, Trade Promotion Management. Mastery of Excel and experience in programming language such as R & Python a plus.
Position requires individual to have a thorough understanding of business financials and experience presenting to executive level personnel.
Prior experience in CPG is highly preferred.
Church & Dwight is proud to be an Equal Opportunity Employer/Veterans/Individuals with Disabilities.

For more information on our company, our brands and our culture visit us at http://www.churchdwight.com/",BI & Platform Analytics Manager,"Ewing, NJ",3.4,$2 to $5 billion (USD),-1,Manufacturing,1001 to 5000 employees,Company - Public,2020-04-01T05:26:44.499295
"Mars
3.9",-1,1911,"Mc Lean, VA",Food & Beverage Manufacturing,"JOB CATEGORY:

Information Services

REQUISITION NUMBER:

441061

jd

A BIT ABOUT OUR DATA SCIENCE & ANALYTICS TEAM

Kinship’s Data Science & Analytics team is core to our strategy. We’re using digital, data and customer insights to transform our business by finding answers to problems that we’ve often never asked ourselves before. Our vast data assets are being combined to build a 360° view of pets and pet owners to not only power Kinship’s businesses but also influence the next great ideas in the pet care space. This role will be key in helping us understand the power of our data, and how this translates into value for our company, our pets, and pet owners everywhere.

HOW YOU’LL CREATE A BETTER WORLD FOR PETS
Apply advanced analytics & data science approaches to understand and predict pet and pet owner behaviors
Collaborate with internal teams and stakeholders to ensure we focus on pet-centric product and service recommendations
As our team grows, supervise, mentor, and develop future data scientist hires
Develop compelling stories that provide insight into the drivers of business performance and pet/pet owner behavior
Participate in the definition of our pet-centric project roadmap and its evolution
Support new pet technology businesses and partners by generating actionable insights from our data assets
WHO WE NEED TO CHART THE FUTURE OF PET CARE

We strive to hire people who are passionate about our mission to shape the future of pet care. For all of our Kinship roles, we look for candidates who exemplify our core values:
Optimistic
Purposefully Inquisitive
Open to All
And for this role, we hope you have the following skills to knock it out of the dog park:
Truly inspired by, and want to live, our purpose of creating a better world for pets
6-8 years of experience in a data science role handling varied and complex data
Hands-on experience with Python is required; Familiarity with PySpark is also desirable
Proven experience in managing and developing analytics and data science talent
Varied technical experience in delivering statistical analytics, data science and insight on large-scale consumer data sets across multiple sectors, including packaged goods and retail, and preferably in the medical sector
Have a proven track record of creating strategically important insight and attributable benefits within a business
Able to partner effectively with the business stakeholders so they embrace your contribution, value your team’s contribution and partner to ensure the insights create value
Passion for growing and strengthening a business using data driven approaches
Familiarity with cloud-based computing services e.g. AWS, Databricks, etc.
Enjoys explaining how technical concepts to both non-technical and technical stakeholders.
A Bachelor’s degree in quantitative field (economics, statistics, business, computer science) or equivalent experience
WHY JOIN US?

We offer our associates a unique opportunity to have a completely customizable career within pet care. Through Kinship you will work with and learn from a community of industry executives, pet partners, entrepreneurs, and fellow associates across our startup investment companies, outside partners, and in Mars Petcare. Our nimble and flexible approach to work allows you to make an immediate impact across businesses, while learning new skills at every stage. The diversity of our work opens doors to big opportunities and unlocks enormous potential for countless career experiences in pet care. Join us in our mission to chart the future of pet care, alongside the industry’s brightest minds.

jd

Nearest Major Market: Portland Oregon
Job Segment:
Data Analyst, Database, Analytics, Computer Science, Cloud, Data, Management, Technology

Apply now »",Analytics & Data Science Lead,Oregon,3.9,$10+ billion (USD),-1,Manufacturing,10000+ employees,Company - Private,2020-04-01T05:26:44.499295
"Juniper Networks
3.8",-1,1996,"Sunnyvale, CA",Telecommunications Services,"Senior Data Scientist

Mist, a Juniper Company, is the first vendor to bring enterprise-grade Wi-Fi, BLE and IoT together through a highly scalable cloud architecture. At Mist, we built the first AI-empowered platform to provide an unprecedented visibility into the user experience. Mist is the new global standard for many fortune 500 companies.

The mission of the Data Science team at Mist is to leverage state-of-art ML and AI technologies to build the next-generation self-driving network solution, which can take actions on behalf of or together with human experts to automatically monitor, detect and remediate common network issues. The team includes a group of experienced and talented data scientists and data science engineers, and builds the end-to-end data analytics infrastructure and ML models of the product.

Now we are looking for a Senior Data Scientist to help define and expand this mission. As a data scientist, you will collaborate with product managers and domain experts to identify use-impacting real customer problems, use your deep DS/ML knowledge to develop data-driven solution with terabytes data, and work closely with data engineers to implement and scale the models in production.

Qualifications/Requirements:
• MS or PhD in Computer Science, Electrical Engineering, Statistics, Applied Math or equivalent fields with strong mathematical background
• Excellent understanding of machine learning techniques and algorithms, including clustering, anomaly detection, optimization, neural network etc
• 3+ years experiences building data science-driven solutions including data collection, feature selection, model training, post-deployment validation
• Strong hands-on coding skills (preferably in Python) processing large-scale data set and developing machine learning models
• Familiar with one or more machine learning or statistical modeling tools such as Numpy, ScikitLearn, MLlib, Tensorflow
• Good team worker with excellent communication skills written, verbal and presentation

Desired Experience:
• Experience with AWS, S3, Flink, Spark, Kafka, ElasticSearch
• Knowledge and experience with NLP technology
• Previous work in a start-up environment

Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",Senior Data Scientist,"Cupertino, CA",3.8,$2 to $5 billion (USD),-1,Telecommunications,5001 to 10000 employees,Company - Public,2020-04-01T05:26:44.499295
"Genworth
3.7","MetLife, Northwestern Mutual, Prudential",2004,"Richmond, VA",Insurance Carriers,"POSITION TITLE

Data Scientist

LOCATION

Raleigh, NC

YOUR ROLE

Genworth Mortgage Insurance is looking for motivated and talented individuals with a background in data and analytics to work on insurance focused analytics problems. The Data Scientist will report to the Senior Manager of Data Science and provides analytical cross-functional support through effective use of predictive analytics and forecasting methods to improve operational visibility and efficiencies. This is a dynamic and challenging opportunity to apply the latest tools and methods in Big Data and Data Science to a variety of business problems.

YOUR RESPONSIBILITIES
Research current processes and proactively identify emerging needs for analytic models
Develop supervised (regression and classification) and unsupervised (e.g. clustering and segmentation) models
Evolve and advance a customer behavioral segmentation model, building marketing, sales and product predicative models, analyzing results and movements of segments/clusters and providing business insights to grow the companys market share and revenue
Design, create and implement advanced analytics and forecasting models to optimize business processes. Provide insights for decision making through the use of ML, traditional statistical modeling and BI.
Perform monthly reporting of some key metrics as a part of advanced business intelligence support to functional areas (e.g. building Tableau dashboards or providing automated reports and decks)
Partner with IT and Enterprise Data Management Organization (EDMO) teams on the evaluation of data assets and their proper use
Become a trusted analytical partner to the functional areas of support (Marketing, customer solutions, Underwriting, Loss Mitigation, Pricing) and collaborate on the development and planning of analytic projects in response to business needs
Develop and perform preliminary exploratory analysis on datasets associated with building advanced ML models. Ability to work with structured and unstructured data.
YOUR QUALIFICATIONS
Masters degree in a quantitative research field
4+ years business analytics and business support functions experience
4+ years of experience in one or more of the following statistical / analytic languages such as Python (Pandas, Scikit-Learn), Apache Spark (or PySpark), Hive, and Scala in a cloud computing environment
4+ years of experience in one or more of the following: database query and management tools (SQL, Spark, Preseto/Athena/Hive / HQL etc.)
Hands-on experience with advanced analytics like logistic regression, time series, forecasting, optimization, and other predictive modeling techniques. ML experience and knowledge of ML platforms, libraries and programming.
Hands-on experience working with advanced BI tools, dashboard experience with visualization and automation tools, Tableau experience preferred
AWS certification or proven experience in a cloud computing environment such as, Databricks, Azure, Cloudera, Hortonworks, Google Cloud, Anaconda etc.
Some experience with legacy analytics software such SAS or willingness to learn the basics
Ability to translate business needs into technical requirements and articulate analytic solution to get business buy-in
Ability to influence decision makers and drive consensus
ADDITIONAL QUALIFICATIONS
Experience or background in customer focused fields including marketing, sales, customer research and product management
Ability to perform complex day-to-day ETL tasks such as data gathering, data cleaning, wrangling, coding or programming, business and analytics requirements gathering, and data analysis
Experience with large analysis datasets and enterprise scale database systems (e.g. Large Hadoop, Redshift, Hive, SQL tables etc.)
WHY WORK AT GENWORTH
We have a real impact on the lives of the people we serve
We work on challenging and rewarding projects
We give back to the communities where we live
We offer competitive benefits including:
Medical, Dental, Vision, Flexible Spending Account options beginning your first day
20 days of Choice Time Off your first full year
11 Paid Holidays
40 hours of volunteer time off
401K Account with matching contributions
Tuition Reimbursement and Student Loan Repayment
Paid Family Leave
Child Care Subsidy Program
COMPANY

Genworth Financial, Inc. is a leading insurance holding company committed to helping families achieve the dream of home ownership and address the financial challenges of aging through its leadership positions in mortgage insurance and long-term care insurance. Headquartered in Richmond, Virginia, Genworth traces its roots back to 1871.

Genworth Mortgage Insurance, headquartered in Raleigh, North Carolina, is a global mortgage insurer with a major presence in the United States, Canada, and Australia. With origins dating back to 1980, Genworth Mortgage Insurance provides primary mortgage guaranty insurance coverage on residential mortgage loans, as well as mortgage pool insurance policies that enhance insurance coverage for various types of mortgage-related securities. Our mortgage insurance can help individuals secure low down payment loans and realize the dream of home ownership faster even for the first time.

We know we cant deliver on our mission unless we deliver for our employees. Thats why were committed to creating a work environment that fosters inclusion, excellence, improvement and connection. We know each employee contributes in their own unique way and were dedicated to supporting every one of them to help them reach their full potential.",Data Scientist,"Raleigh, NC",3.7,$5 to $10 billion (USD),-1,Insurance,1001 to 5000 employees,Company - Public,2020-04-01T05:26:44.499295
"CACI International
3.5","CSC, ManTech, SAIC",1962,"Arlington, VA",Aerospace & Defense,"Job Description

BITS, a CACI Company, offers very rewarding and unique benefits, which equates to 50% of compensation on TOP of your base salary! The first part is a tax-qualified profit-sharing retirement plan, to which BITS annually contributes up to 25% of your base salary (not in excess of applicable IRS limits) to your retirement account. The second component consists of BITS' Individual Benefit Account (IBA), which is used for premiums, medical reimbursements, dependent care, education and Paid Time Off (PTO) policy. Both components of the BITS benefit package are paid for by BITS, in addition to your base salary and potential performance bonuses. We believe in a healthy home/work balance and both of our locations offer a wide variety of activities to balance with your work life. Learn more at http://www.caci.com/bit-systems/

We are seeking Cleared or clearable Front-End, Back-End, Fullstack Developers & Data Scientist/Researchers to work in the Aurora, CO area. Candidates should be comfortable operating in all phases of the application lifecycle. Use of industry proven design patterns and open source tools is encouraged, along with a dedication to staying educated on current technology trends.

What Youll Get to Do:
Provide web design and development expertise in support of both new application development tasks and maintenance.
Be part of an agile team where communication skills and the ability to execute within the established development process are paramount to yours and the team's success.
Developers support the entire product lifecycle to include systems engineering and requirement analysis, technical design, system integration, implementation and deployment.
Youll Bring These Qualifications:

Clearance:
There is no clearance requirement to begin employment other than US Citizenship. As a requirement of continued employment you will be required to obtain TS/SCI w/Poly clearance.
Education:
Bachelor's degree in Computer Science or a related major
Experience:
1 to 10+ years of relevant experience
Required Skills:
Knowledge of current web technologies including: Javascript, HTML5, CSS and RESTful APIs.
Experience implementing using a modern Javascript library/framework (e.g. Angular, Bootstrap, SASS, Yarn, NPM, Node, Cesium, OpenLayers, etc.)
Familiarity with Agile software development methodologies
Strong organizational skills and attention to detail
Strong understanding of UI/UX best practices
These Qualifications Would be Nice to Have:
Background in Geospatial Information Systems (GIS) and OGC WMS/WFS
Experience with WebGL
Experience writing automated functional and cross-browser test suites
What We Can Offer You:
For over 55 years, the principles of CACIs unique, character-based culture have been the driving force behind our success.
CACI Named a Top Workplace in Colorado by The Denver Post
Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives.
We offer competitive benefits and learning and development opportunities.
We are mission-oriented and ever vigilant in aligning our solutions with the nations highest priorities.
This position description is not an active opening but is representative of positions within CACI that are consistently available. Individuals who apply may also be considered for other positions at CACI.

DACOHP/HJ

CSP-FADE-Software

TH-JOBS!

Job Location

US-Denver-CO-DENVER

CACI employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success. At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is proud to provide dynamic careers for employees worldwide. CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities.","Front-End, Back-End, Fullstack Developers & Data Scientist / Researchers - Cleared OR CLEARABLE (Up to 25% Profit Sharing Benefit!)","Denver, CO",3.5,$2 to $5 billion (USD),-1,Aerospace & Defense,10000+ employees,Company - Public,2020-04-01T05:26:44.499295
"ManTech
4.1",-1,1968,"Herndon, VA",Research & Development,"Secure our Nation, Ignite your Future

Job Summary

Each day U.S. Customs and Border Protection (CBP) oversees the massive flow of people, capital, and products that enter and depart the United States via air, land, sea, and cyberspace. The volume and complexity of both physical and virtual border crossings require the application of big data solutions to promote efficient trade and travel. Further, effective big data solutions help CBP ensure the movement of people, capital, and products is legal, safe, and secure.

In response to this challenge, ManTech, as a trusted mission partner of CBP, seeks a capable, qualified, and versatile Chief Data Scientist to lead the development and delivery of high-quality predictive modelling solutions. A successful applicant will serve as recognized Subject Matter Expert in the application of quantitative methods, machine learning algorithms, and predictive models to address complex national and homeland security challenges. They will help our team to leverage large structured and unstructured datasets to develop and operationalize models, tools, and applications that drive optimized decision making. Project tasks include data collection, mining, data and text analytics, clustering analysis, pattern recognition and extraction, automated classification and categorization, and entity resolution to implement and enhance automated risk assessment. The products we develop provide actionable insight with real and immediate impact on the safety and security of the United States, its citizens, visitors, and economy.

Required Qualifications
Significant experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems in dynamic, threat/risk driven operating environments.
Proficiency with Unsupervised Machine Learning methods including Cluster Analysis (e.g., K-means, K-nearest Neighbor, Hierarchical, Deep Belief Networks, Principal Component Analysis), Segmentation, etc.
Proficiency with Supervised Machine Learning methods including Decision Trees, Support Vector Machines, Logistic Regression, Random/Rotation Forests, Categorization/Classification, Neural Nets, Bayesian Networks, etc.
Proficiency with statistical software packages: SAS, SPSS Modeler, R, WEKA, or equivalent.
Experience with programming languages: R, Python, Scala, Java, SQL, or equivalent.
Experience constructing and executing queries to extract data in support of EDA and model development.
Experience with unsupervised and supervised machine learning techniques and methods.
Experience working with large-scale (e.g., terabyte and petabyte) unstructured and structured data sets and databases.
Experience performing data mining, analysis, and training set construction.
Experience working in a team and deploying solutions in an iterative or agile/DevOps continuous integration and delivery environment using lifecycle management methods and tools.
Strong ability to work closely and collaboratively with mission stakeholders; respond to emergent, mission-driven changes in priorities and expected outcomes; and, apply new and emerging tools and techniques.
Masters or Ph.D. degree in operations research, industrial engineering, physics, mathematics, statistics, computer science/engineering, or other related technical fields with equivalent practical experience.
Desired Qualifications
Experience with big data technologies (e.g., Hadoop, HIVE, HDFS, HBase, MapReduce, Spark, Kafka, Sqoop).
Experience with pattern recognition and extraction, automated classification, categorization, and entity resolution (e.g., record linking, named-entity matching, deduplication/ disambiguation).
Experience with visualization tools and techniques (e.g., Periscope, Business Objects, D3, ggplot, Tableau, SAS Visual Analytics, PowerBI).
Clearance: Active Top Secret
Clearance:

Selected applicants must be a US Citizen and able to obtain and maintain a U.S. Customs and Border Protection (CBP) suitability.

#LI-FA1

ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.

If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",Chief Data Scientist,"Alexandria, VA",4.1,$1 to $2 billion (USD),-1,Business Services,5001 to 10000 employees,Company - Public,2020-04-01T05:26:44.499295
"Takeda Pharmaceuticals
3.7","Novartis, Baxter, Pfizer",1781,"OSAKA, Japan",Biotech & Pharmaceuticals,"Job Description


OBJECTIVE:
Make gene therapies and biologics Safer |The next generation of gene therapies come with uncharted safety risks. Help direct pharmaceutical drug project teams with expert advice on how to design safer, more effective cell, protein and small molecule immunotherapies.
Help develop Immunotoxicity Strategy |Deliver critical data and ideas to guide projects through discovery and development. The successful candidate will develop global strategy for designing & delivering of state-of-the-art immunoassays to detect & de-risk immune-mediated toxicities for candidate drug molecules.
Immunology Problem Solving |Unwanted immune activation and inhibition can derail even the most promising drug projects. Lead problem-solving teams to help save these projects & make safer drugs for patients.
Develop and deliver novel immune assays, including traditional immune cell culture as well as advanced organ-on-a-chip technologies
Use genomics, molecular & cellular biology to investigate mechanisms of drug-induced toxicity
Help guide the development of gene therapies, oligonucleotide therapies, and therapeutic viral vectors.
Steer drug discovery teams to make safer medicines using experience, in-house, and literature data.
EDUCATION, BEHAVIOURAL COMPETENCIES AND SKILLS:
PhD in Immunology or related field, or Masters with 3+ years of industry experience.
Experience with advanced cell culture approaches with cell lines, primary cells, and iPSC cells.
Cell and molecular biology skills including flow cytometry, application of knock-out, knock-down technology, gene expression analysis, and biomarker assay development and validation
Experience working in a matrixed team environment at a pharmaceutical company and/or CRO
Broad scientific knowledge including immunology, pharmacology, toxicology, pathology, physiology and biochemistry.
Expertise designing & delivering fit for purpose assays for understanding the mechanism of toxicity of agents including drugs, for biomarker development and application, and for derisking drug candidates.
Skills in pathway analysis, network pharmacology
Strong interpersonal and organizational skills
Excellent oral and written communication skills
Locations


Boston, MA

Worker Type


Employee

Worker Sub-Type


Regular

Time Type


Full time",Principal Scientist - Immunologist,"Boston, MA",3.7,$10+ billion (USD),-1,Biotech & Pharmaceuticals,10000+ employees,Company - Public,2020-04-01T05:26:44.499295
"Eventbrite
4.4","See Tickets, TicketWeb, Vendini",2006,"San Francisco, CA",Internet,"THE CHALLENGE
The data engineering team is building the next generation of data infrastructure. We work with cutting-edge big data technologies to power the most efficient, secure, and performant data ecosystem to power live experiences. Operating at the base of Eventbrite's infrastructure, we feed data to analysts, customers, engineers, and the platform alike. Our core foundation is modular and strong. We hope you can help us extend its use across the company as we explore and implement new technologies.
THE TEAM
The Data Foundry squad is charged with building and maintaining all streaming and batch data pipelines across the company. We also support and empower analysts, engineers and data scientists with the tools they need to create a data-driven product and power data-driven decision making. We are pragmatic and meritocratic. We work hard. We play hard. We are strongly connected to each other. Eventbrite engineers perform frequent demos of the code we ship. We also hone our skills through code reviews and tell the world about it on Eventbrite’s Engineering Blog. We value community, we believe in the power of live experiences, and we regularly host free events with top technical speakers. Learn more about the team from some of our engineers here.
THE ROLE
We are hiring someone to help us build a scalable, reliable, secure, and highly performant data platform. You'll help reinforce and extend the infrastructure that powers the use of data at Eventbrite. From infrastructure development to data analysis to ETL jobs, you will need a broad range of big-data engineering skills. The team has strong and versatile engineers. You will grow. We hope to grow with you.

THE TECH STACK
Our primary stack includes usual suspects in big data engineering: Spark, Hadoop, Presto, Spark SQL, Hive, Spark Streaming, Kafka, MySQL, Redis, AWS, Yarn, Ansible, Terraform, Python, Git, and more.
THE SKILL SET
5 years of experience building high quality software in Python, Java, or Scala
3+ years of working experience in rapid product development building data infrastructure, ETL, or MapReduce jobs
Expert knowledge of SQL and relational database design and modeling, approaches and techniques for extracting, transforming, loading and integrating dataUnderstanding of Data Engineering, Data Science, Machine Learning, Business Analytics, and the relevant technologies that support them
Familiarity with a server-side framework, such as Django, Express, Rails, or .NetExcellent customer service skills
Outstanding verbal, written, presentation, and facilitation skills. In particular, a demonstrated ability to effectively communicate technical and business issues and solutions to multiple organizational levels
Ability to teach and mentor engineers with a variety of skill levels and backgrounds
Strong analytical and problem solving skills and attention to detail
BONUS POINTS
Bachelor’s degree or higher in a technical field (CS/Math/Stats/Engineering)
Passionate about live entertainment, and eager to help build Eventbrite into the world’s leading event technology platform
ABOUT EVENTBRITE
Eventbrite is a global ticketing and event technology platform, powering millions of live experiences each year. We empower creators of events of all shapes and sizes – from music festivals, experiential yoga, political rallies to gaming competitions –– by providing them the tools and resources they need to seamlessly plan, promote, and produce live experiences around the world. Last year, the team served 795,000 creators hosting nearly 4 million experiences across 170 countries. Meet some of the Britelings that make it happen.

IS THIS ROLE NOT AN EXACT FIT?
Sign up to keep in touch and we’ll let you know when we have new positions on our team.


Eventbrite is a proud equal opportunity/affirmative action employer supporting workforce diversity. We do not discriminate based upon race, ethnicity, ancestry, citizenship status, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), marital status, registered domestic partner status, caregiver status, sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, genetic information, military or veteran status, mental or physical disability, political affiliation, status as a victim of domestic violence, assault or stalking, or other applicable legally protected characteristics.
Applicant Privacy Notice",Data Engineer,"Nashville, TN",4.4,$100 to $500 million (USD),-1,Information Technology,1001 to 5000 employees,Company - Public,2020-04-01T05:26:44.499295
"Takeda Pharmaceuticals
3.7","Novartis, Baxter, Pfizer",1781,"OSAKA, Japan",Biotech & Pharmaceuticals,"Job Description


Millennium Pharmaceuticals is seeking a Sr. Scientist, Quantitative Translational Sciences in Cambridge, MA with the following requirements: Master’s degree in Pharmaceutical Sciences or a related biomedical engineering field and 10 years related experience. Prior experience must include at least 6 years with each of the following: design and develop PK and PK/PD models of multilayer mechanistic drug exposure to drug response relationship in CNS therapies including circulating pharmacokinetics, brain distribution, target engagement and downstream pathway modulation, and translate the models from experimental animals to humans using NONMEM, Phoenix and Berkeley Madonna; design, plan and execute experiments to obtain the biological input data to design and implement PBPK and PK/PD modeling for absorption, tissue distribution and elimination with addressing inter-individual variability through non-linear mixed effect modeling using NONMEM, Berkeley Madonna and Simcyp; build PBPK models to quantitatively predict the risk of metabolism- and/or transporter-mediated drug-drug interactions in humans through the extrapolation of in vitro experimental findings to in vivo using Simcyp. Apply on-line at www.takedajobs.com

Locations


Boston, MA

Worker Type


Employee

Worker Sub-Type


Regular

Time Type


Full time","Sr. Scientist, Quantitative Translational Sciences","Boston, MA",3.7,$10+ billion (USD),-1,Biotech & Pharmaceuticals,10000+ employees,Company - Public,2020-04-01T05:26:44.499295
