Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp
"TechSmith Corporation
4.1",-1,1987,"Okemos, MI",Computer Hardware & Software,"Why You'll Love Working Here:


Being a TechSmithie allows you to work creatively to solve real problems for people and businesses in an innovative and collaborative environment. We are a home-grown, mid-sized company that has achieved global success. We deliver screen capture and video creation software, including Snagit, Camtasia, and Relay, to over 30 million professionals, from individuals to Fortune 500 Companies.

This doesn't happen accidentally. Through employee investment and professional development, we continually prioritize our talent to make sure things are done right. From interns to senior leaders we work side-by-side to make transparent company decisions, strive for continuous improvement, and live by the values, empowerment, inclusivity, integrity, and respect that we embody as a company.

With amazing products and people, we look for fun and talented individuals who are passionate about working on the bleeding edge of technology. If this sounds like you, keep reading!

Position Overview:


As a Software Engineer at TechSmith, you will be putting your problem-solving skills and passion for developing great software to use every day. You will work within a team, building world-class software products, on multiple platforms, in a fun, collaborative environment. Responsibilities include: participating in an agile team, programming, estimating upcoming work, reviewing completed work with teammates, as well as other duties, as assigned. If you love technology, finding solutions, and making people happy—you will fit right in.

At TechSmith, every individual can make a big impact while working in a supportive team environment. As part of an agile team, you will have a voice in helping to decide what assignments the team tackles. While working directly with User Experience Designers and Product Owners, you will help to decide how to solve our customer’s requests. With the help of Software Test Specialists and your teammates, you will have the time and support to fully test your solutions and create quality work. When you are not coding solutions for customer problems, you will have the time to advance your skills and your career with the help and support of your programming lead and manager. The TechSmith agile process is set up to give you the opportunity to dedicate entire sprints to innovation, self-guided work, or professional development multiple times a year.

Open Positions:
Windows Desktop Developer
Mac Desktop Developer
Required Skills and Background:
Bachelor's Degree in Computer Science, or a closely related field, with at least 6 months experience developing software in internships, school or personal projects, or other related development experience. For individuals without a Bachelor’s Degree in Computer Science, or a closely related field, 3 years experience developing software
Experience in an object-oriented programming language. Programming languages and technologies used at TechSmith include C++, C#, Objective-C, Objective-C++, Swift, JavaScript, React, and Microsoft Azure Services. Having experience in some of these technologies is preferred.
Windows Desktop Developer: Experience preferred in C# and/or C++
Mac Desktop Developer: Experience preferred in one or more of the following languages, Swift, Objective-C, Objective-C++, and C++
Demonstrable experience developing software
Experience in, or desire to, develop desktop applications for Windows or Mac
Strong understanding of computer science fundamentals and software engineering principles, processes, and best practices
Ability to collaborate with other software engineers, and a diverse set of people from many disciplines, in an agile development process including participating in code reviews, working with version control systems such as Git, pairing when needed, and testing software changes
Willingness to relocate, or commute to, the TechSmith office in Okemos, Michigan
You must be legally authorized to work in the United States without an employer-sponsored petition for a visa, such as an H-1B visa. TechSmith does not intend to file any visa applications in connection with this opening.
Preferred Skills and Background:

Experience with automated testing frameworks, writing automated tests, and test-driven development
Familiarity with Agile development processes including working in sprints, planning, estimation, prioritization, scoping, and demoing
Knowledge of software design patterns and ability to apply them
Commercial software development experience, especially with multimedia products
Experience working on large codebases collaborating with multiple people spread out across several teams.
Dedication to continuous learning in order to stay up to date on the latest technologies
Willingness to mentor teammates, and to be mentored, in order to teach and learn new codebases and technologies
Compensation and Perks:


At TechSmith, we love our employees and are always looking for ways to reward outstanding performance. Our compensation is competitive and based on skills and experience. As a full-time employee you will receive the standard TechSmith benefits package including health insurance, paid time off, 401(k) program, etc. A casual work environment, company-sponsored events, free Friday lunches, and kitchens stocked with snacks and soft drinks are just a few of our additional perks. We offer you a unique and growing company value where you can enjoy your work and advance your career. If this sounds like a place you would like to work, please submit your resume and cover letter.

TechSmith Corporation is an equal opportunity employer and will consider all candidates for employment without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, disability status, protected veteran status, or any other characteristic protected by law.

If you have a disability and require reasonable accommodation for any part of the employment process, please call 517-381-2300 x212 or email recruiters@techsmith.com with a description of your request and contact information.",Software Engineer,"Okemos, MI",4.1,$50 to $100 million (USD),-1,Information Technology,201 to 500 employees,Company - Private,2020-04-01T02:46:41.080712
True Digital Surgery,-1,2018,"Goleta, CA",Health Care Services & Hospitals,"ABOUT US

True Digital Surgery is a World Leader in Computer-Guided Microsurgery. We combine 3D visualization and guidance software applications focused on improving accuracy, efficiency and outcomes for surgeons and patients. Our medical imaging and guidance system employs advanced real-time 3D graphic capabilities and proprietary software that is sold to surgeons and hospitals all over the world.

SUMMARY

The Director of Software manages all aspects of the SW department's development activities, budget, personnel, and teams (local and remote), including i) developing, releasing, and maintaining software, ii) policies and procedures that produce high-quality software iii) strategic and tactical technical leadership and iv) support of the business strategic software resourcing. This includes applications, architecture, systems, framework, services, UI/UX and other software development facets of the software products and its related technologies.

These activities relate to software solutions on their own, as well as being part of whole product solution; i.e., integrating with, complementing and extending True Digital Surgery's technical solutions and organization.

The Director will work closely with the entire Santa Barbara team to execute our product development roadmap using local and remote staff. This position is part of the R&D senior management team and has an active role in developing of the overall multi-year strategy and product roadmap.

Direct reports include group managers, project managers and individual contributors in local and remote locations.

ESSENTIAL DUTIES AND RESPONSIBILITIES

Include the following. Other duties may be assigned.

· Continuously improve the local and remote SW development team practices and development frameworks.

· Ensure every SW launch is on-time, and has clear and impactful customer benefits.

· Lead the implementation, and long-term roadmap, of the SW's architecture, tool chain, and design. Dynamically scale our development efforts to meet project deadlines, and optimize group efficiency, using both internal domestic & overseas outsourced engineers.

· Be an active player/coach of our growing team developers.

· Implement SMART goals that tie to TDS's strategy, including continuously developing and maintaining hard-metrics from SW workflow databases.

· Update SW business processes, and develop written roles and responsibilities, to streamline SW interactions with the cross-functional groups. To be the voice of the SW team to the business and the voice of the business to the SW team.

· Balance fast pace product development responsibilities with efficient customer response.

· Closely partner with Marketing to deliver value added products with winning features, look, and feel.

QUALIFICATIONS

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Education/Experience

Typically requires a minimum of 12 years of related experience with a Bachelor's degree; or 8 years and a Master's degree; or a PhD with 5 years experience; or equivalent experience.

Language

Ability to read, analyze, and interpret professional journals, technical procedures, or governmental regulations. Ability to write reports, business correspondence, and procedure manuals. Ability to effectively present information and respond to questions from groups of managers, clients, customers, and the general public. Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.

Additional Skills

To perform this job successfully, an individual should have knowledge of Microsoft Word, Excel and Outlook or equivalent.

The following software knowledge is also required:
Experience in Object Oriented design and programming
Experience with programming in C++
Experience with multi-threaded system design
Experience with using various design, implementation, and testing tools.
Experience with version control systems (eg. Git, SVN)
Experience with user interface design
Experience with standard programming concepts, best-practices, and procedures
Working knowledge of Scrum or other Agile development methodologies
Benefits:

We value our employees' time and efforts. Our commitment to your success is enhanced by our competitive compensation and an extensive benefits package including paid time off, medical, dental and vision benefits and future growth opportunities within the company. Plus, we work to maintain the best possible environment

To Apply:

To respond to this opportunity, please apply through this ad

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.

Benefits:

We value our employees’ time and efforts. Our commitment to your success is enhanced by our competitive compensation and an extensive benefits package including paid time off, medical, dental and vision benefits and future growth opportunities within the company. Plus, we work to maintain the best possible environment

To Apply:

To respond to this opportunity, please apply through this ad.

For more information about us, please visit www.truedigitalsurgery.com

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",Director of Software Engineering,"Santa Barbara, CA",-1,Unknown / Non-Applicable,-1,Health Care,1 to 50 employees,Company - Private,2020-04-01T02:46:41.080712
"MITRE
3.2","Battelle, General Atomics, SAIC",1958,"Bedford, MA",Federal Agencies,"This work supports the Missile Defense Agency at Redstone Arsenal
in Huntsville Alabama. This position has high visibility and requires a
software engineer with specific experience relevant to the design and analysis of
tactical software, algorithms, and simulations for military command and control
systems.

Required:
BS in Software Engineering,
Physics, aerospace engineering, or other relevant technical field with at least
6 years of related experience.
Possess working knowledge agile
software development, C , Python, Java, and scripting languages.
Ability to work and lead by
example in a fast-paced operational environment supporting senior military and
civilian leaders where priorities of effort may shift frequently.
Relevant experience in
conducting systems analysis, trade studies, and requirements development for
software systems.
Candidate must have an active Secret
clearance

Desired:
MS or PhD in Software
Engineering or other relevant technical degree and 5-10 years of related
experience.
Experience working with the
Ground-Based Midcourse Defense System or other military command and control
systems.
Excellent oral and written
communications skills with the ability to work independently when required and
integrate seamlessly into technical teams.
Ability to manage task work and
supporting personnel ensuring technical rigor is applied and task provides the
expected value to the sponsor.",Lead Software Engineer,"Huntsville, AL",3.2,$1 to $2 billion (USD),-1,Government,5001 to 10000 employees,Nonprofit Organization,2020-04-01T02:46:41.080712
"Sandia National Laboratories
3.8","Los Alamos National Laboratory, Lawrence Livermore National Laboratory",1949,"Albuquerque, NM",Federal Agencies,":

Do you want to join a dynamic team that solves challenging issues for our nation's security?

The Systems Mission Engineering Center (Org. 6300) is looking for YOU\! You will bring strong software design and development skills to join highly productive teams that research and develop innovative solutions to a broad spectrum of problems of national importance. You will enjoy collaborating in an innovating environment to architect, design, develop, test, and deploy advanced data processing software for complex, real-time decision support systems.

On any given day, you may be called on to:
Work on an Agile team to develop software systems which solve the most challenging remote sensing problems, including the capture, processing, exploitation, visualization and distribution of real-time satellite sensor data
Work collaboratively with architects, developers, technical leads, customers, and end users to collect requirements, design solutions, and deliver extensible software applications
Contribute to deeply rewarding missions through engagement with diverse computer science specialties and specialists in areas such as data fusion, signal and image processing, analytics, cloud computing, machine learning, modeling and simulation, service-oriented architectures, data management and visualization, and pattern recognition
You may be interviewed and hired into one of several departments within our center.

Required:
Undergraduate and advanced degree (Masters or PhD) in related STEM discipline; a bachelor's degree in relevant STEM field plus four years' experience may be considered in lieu of an advanced degree
Two or more years related experience, in addition to the education requirement above
Experience in software design, engineering and development skills, including familiarity with modern software development practices and tools
Experience with object-oriented software development (e.g., C\+\+, Java and Python)
Can obtain a DOE Q clearance
Desired:
Knowledge and experience with implementation of the full software development process using Agile or Iterative methodologies
Experience using a subset of the following: system engineering, hardware and software architecture, distributed system design, data exploitation/mining/fusion algorithms, digital signal processing, image processing, optical systems, command and control systems, numerical analysis, modeling and simulation, relational/object/geographic database technologies, user interfaces, scientific data visualization, web services technologies, and multi-core/GPU/parallel computing
Proficiency in a subset of the following: requirements capture, software modeling using UML, systems-level software testing, high consequence anomaly resolution, documentation and training, information assurance, and deployment of delivered systems
Experience with Docker containers, Jenkins continuous integration, and continuous delivery approaches to software development and deployment in cloud-based environments
Proven ability to develop and present ideas and results in oral and written form
Critical thinking, synthesis and problem-solving; ability to deal with ambiguity and adapt to a fast-paced, customer-focused operation; teaming; self-starting
Able to obtain a SCI clearance, which may require a polygraph test
Department Description:

Our team is responsible for the design and development of advanced mission data processing systems and analytical applications that enable some of our nation's most compelling nonproliferation and national security missions. Our mission is to design, engineer, build, deploy and enhance essential systems that transform data into decisions. Our systems are targeted for a range of applications and complexity including: remote and in-situ sensing systems; satellite communications and control; distributed computing and analysis; real-time data collection, processing, exploitation and dissemination; and mission engineering and analysis.

About Sandia:

Sandia National Laboratories is the nations premier science and engineering lab for national security and technology innovation, with teams of specialists focused on cutting-edge work in a broad array of areas. Some of the main reasons we love our jobs:
Challenging work withamazingimpact that contributes to security, peace, and freedom worldwide
Extraordinary co-workers
Some of the best tools, equipment, and research facilities in the world
Career advancement and enrichment opportunities
Flexible schedules, generous vacations,strongmedical and other benefits, competitive 401k, learning opportunities, relocation assistance and amenities aimed at creating a solid work/life balance\
World-changing technologies. Life-changing careers._ Learn more about Sandia at: http://www.sandia.gov

*These benefits vary by job classification.

Security Clearance:

Sandia is required by DOE to conduct a pre-employment drug test and background review that includes checks of personal references, credit, law enforcement records, and employment/education verifications. Applicants for employment need to be able to obtain and maintain a DOE Q-level security clearance and SCI access, both of which require US citizenship. SCI access may also require a polygraph examination. If you hold more than one citizenship (i.e., of the U.S. and another country), your ability to obtain these levels of access may be impacted.

Applicants offered employment with Sandia are subject to a federal background investigation to meet the requirements for access to classified information or matter if the duties of the position require a DOE security clearance. Substance abuse or illegal drug use, falsification of information, criminal activity, serious misconduct or other indicators of untrustworthiness can cause a clearance to be denied or terminated by the DOE, resulting in the inability to perform the duties assigned and subsequent termination of employment.

EEO Statement:

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or veteran status and any other protected class under state or federal law.",RD Software Engineer Java/C++ (Experienced),"Albuquerque, NM",3.8,$2 to $5 billion (USD),-1,Government,10000+ employees,Government,2020-04-01T02:46:41.080712
"Dematic
3.9","Intelligrated, Daifuku, Viastore Systems",1819,"Atlanta, GA",Electrical & Electronic Manufacturing,"Company Overview


Dematic is an intralogistics innovator that designs, builds and supports intelligent, automated solutions for manufacturing, warehouse and distribution environments for customers that are powering the future of commerce. With engineering centers, manufacturing facilities and service centers located in more than 25 countries, Dematic’s global network of 8,000 employees have helped achieve more than 6,000 worldwide customer installations for some of the world’s leading brands. Headquartered in Atlanta, Dematic is a member of KION Group, a global leader in industrial trucks, supply chain solutions and related services, and a leading provider of warehouse automation.

The Role


The Role:

This is an exciting opportunity to join the Software Center of Excellence of Dematic. As part of this global team of software experts, you will help develop a test data warehouse environment to enable robust organizational capabilities in sales, development, and engineering to deliver exceptional software to our customers.

What We Are Looking For:

Key Responsibilities (Problem Solving, Critical Thinking):
Works with Emulation Team to create unique emulation scenarios as specified by project lead
Works with Execution Software Team to ensure database facts are exported per specification
Works independently, within teams, and with multiple types of skillsets (business, data architect, other technical resources)
Ensures high quality delivery of software solution and data sets
Drives development and documentation of services
What We Are Looking For


Knowledge / Qualifications:

The qualifications and skills for the position include:
Experience working with business users to concept, generate and deliver analytics data sets and scenarios
Overall knowledge of MHE technologies and warehouse systems or similar domains is preferred
Specific domain experience and knowledge in the logistics and supply chain industries is a plus
Excellent written and verbal communication skills including presentation skills and knowledge of software tools (MS PowerPoint, MS Visio)
Strong leadership and customer engagement skills
A willingness to travel in order to satisfy client needs
Experience conducting requirements analysis, meeting with business stakeholders and applying solutions to customer challenges
Working knowledge of T-SQL is required
Working knowledge of data visualization tools such as Tableau, QlikView, or Domo is preferred
Working knowledge of cloud-based technologies is preferred
At least 2 years of experience in a related role
Education:
Bachelor's Degree and/or advanced degree",Analytics Engineer 2 - TEMP,"Grand Rapids, MI",3.9,Unknown / Non-Applicable,-1,Manufacturing,5001 to 10000 employees,Subsidiary or Business Segment,2020-04-01T02:46:41.080712
"Prismview, A Samsung Company
3.1","Daktronics, LG Electronics, NEC",-1,"Logan, UT",Electrical & Electronic Manufacturing,"GENERAL PURPOSE

The Firmware Engineer is responsible for the design and implementation of software solutions and products for electronic hardware.

ESSENTIAL DUTIES& RESPONSIBILITIES

Responsible for various aspects of product firmware development including requirements specification, risk assessment, design and implementation, firmware code reviews, and the development and execution of firmware characterization testing.

RESPONSIBILITIES
Participate in the software requirements specification and risk assessment for different products
Generate firmware design history documentation
Define features and definition related to in-field firmware upgrades
Design and execute firmware and software testing as necessary to verify the design and performance of the product software
Improve and maintain existing firmware systems by utilizing firmware development tools
Fixe existing and newly discovered issues with firmware systems by using standard debugging and investigative tools to reproduce and fix problems
Work with test engineers to provide access to firmware and software, system and documentation to facilitate product testing and release
TRAINING& QUALIFICATIONS

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

SKILLS& QUALIFICATIONS
BS in Computer Engineering or Electrical Engineering
2-3 years’ experience in a related field
Strong understanding of Verilog, Assembly, C, C++, and/or C#
Organized and detail orientated
Knowledge of Linux/Unix platforms
Excellent verbal and written communication skills
Strong analytical and problem-solving skills
We maintain a drug free workplace. Prismview is an EEO employer. We welcome all qualified jobseekers. Jobseekers will receive fair and impartial consideration without regard to race, sex, color, religion, national origin, age, disability, veteran status, genetic data, religion or other legally protected status.",Firmware Engineer,"Logan, UT",3.1,$100 to $500 million (USD),-1,Manufacturing,201 to 500 employees,Company - Private,2020-04-01T02:46:41.080712
"Spark Digital
4.1",-1,2011,"New York, NY",IT Services,"We are looking for a Cloud DevOps Engineer to work onsite in Stamford, CT with one of our US-based clients, which is a recognized leader and innovator in the entertainment industry. The company consists of a portfolio of businesses that create and deliver original content 52 weeks a year to a global audience. Our client’s family-friendly entertainment reaches 650 million homes in 180 countries through its television programming, pay-per-view, digital media, streaming and publishing platforms.
As Cloud DevOps and Infrastructure Engineer, you will build cloud environments for optimal scaling that includes CDN design, load balancer setup, caching, computer optimizations, continuous integration, delivery pipeline, and more. You will support the software engineering and application development team providing guidance on cloud architecture, best practices, data migration, capacity planning, implementation, troubleshooting, monitoring, and more.

The ideal candidate is excited and motivated about running a production-grade critical infrastructure and looks for opportunities to improve processes with automation. Our environment is dynamic, fast-paced, and lots of fun!
Key Responsibilities
Engage with software developers and application developers to capture and implement requirements
Maintain security and compliance of our infrastructure within the parameters set forth by our security team
Troubleshoot and resolve issues to isolate root causes
Automate tasks that will increase the efficiency and velocity of our daily workflow
This is a 24x7 production environment. You will share on-call duty with other team members to ensure everyone maintains a healthy work/life balance
You are the one if you have
BA/BS degree in Computer Science, Mathematics or related technical field, or equivalent practical experience
Experience working on first-class services in AWS
Networking experience in Cloud and On-Premises environments
Experience with Docker, Kubernetes, and container-based environments that can handle scale from small to extremely large enterprise-level scale
Proven record automating software deployments using configuration management and CI/CD systems like Jenkins, Ansible Chef, Puppet, AWS CodeStar, etc.
Experience writing scripts in one or more OO languages such as Python, Shell or similar
Experience and/or interest in deploying and managing applications in a service-oriented architecture
Proficient in web server technologies such as the configuration of Apache, Ngnix, and infrastructure services
Preferred Skills
AWS Certification
Agile knowledge
Experience with PHP and the LAMP tech stack
CDN configuration and management
Our Engineers bring the vision and goals of our clients to life by bringing experience and passion to the software development process. Spark Digital Engineers take pride in elegant and robust solutions that bring peace of mind to those who rely on them.
Do you bring experience and passion to your work and team? Does seeing a software product take shape and come to life make you happy? If yes, you’d fit right in at Spark Digital and we’d love to talk about the Cloud DevOps Engineer role we’re looking to fill.",Cloud DevOps Engineer,"Stamford, CT",4.1,Unknown / Non-Applicable,-1,Information Technology,201 to 500 employees,Company - Private,2020-04-01T02:46:41.080712
"Business Promotion
4.4",-1,2008,"American Fork, UT",Internet,"Job Description:
Business Promotion is seeking a full-time Software Engineering Project Manager (SEPM) to oversee the projects and priorities of the Software Engineering Department.
The position involves fielding project requests from clients, department managers and the Executive Team. The SEPM will be required to take detailed notes and meet with the programmer who will be assigned to each project to determine its scope and initial timeline. Next the SEPM will follow up with the Executive Team to determine the priority of the project. Then the SEPM will direct the team accordingly and continue to update our project management software and roadmap.
Business Promotion's SEPM position requires a skilled professional to fulfill this vital role for our company. It is a full-time position with comprehensive health benefits, 401(k) and a competitive salary. Our SEPM role is not a telecommuting position; it requires the candidate to work full-time on-site at our office in American Fork, Utah.
Responsibilities:
The Business Promotion SEPM works as part of Product Operations to help plan and organize upcoming products and innovations that our software engineers will develop.
Qualifications:
- Prior software project management experience will set you apart as a top candidate for the position
- Experience as a Product Expert also earns special consideration
- Knowledge of Kanban boards, Gantt charts, and the Agile methodology of software development is highly valued
- Experience working with Atlassian / Jira is a plus
- Strong proficiency in verbal and written English
- Knowledge of coding languages (PHP, Javascript) is a plus, though not required
- Management experience or experience working with software engineers and developers is a plus
- Attention to detail
- Advanced problem-solving and creative thinking skills
- The ability to be interrupted (and then resume again), the ability to prioritize, the ability to quickly switch one's focus as the team approaches you with questions, hurdles and requests
- Forward-thinking, decision-making ability
- The ability to see a project for its potential impact, both good and bad, and the ability to ask probing questions to get the details the software engineers need to complete the request.
- The ability to remain objective when receiving project requests
Additional Information:
If you are interested in becoming a full-time Software Engineering Project Manager for Business Promotion, please visit our Careers page and apply: https://www.businesspromotion.com/careers
Thank you for your interest in Business Promotion. We hope to hear from you soon!",Software Engineering Project Manager,"American Fork, UT",4.4,$10 to $25 million (USD),-1,Information Technology,51 to 200 employees,Company - Private,2020-04-01T02:46:41.080712
"Reaktor
4.9",-1,2000,"Helsinki, Finland",Computer Hardware & Software,"Reaktor is a team of designers and engineers that craft digital products and services for diverse clients and industries around the globe, with offices in New York, Helsinki, Amsterdam, Tokyo, Dubai, and Stockholm. Our New York office is a lively group of bright and kind people, who are passionate about doing their best work to solve our clients’ most challenging problems.

We’re looking for great engineers with diverse backgrounds for our projects in New York. We need people that can fill hybrid roles with different emphases on the wide context of product development. We don’t have predefined positions: instead, we invite you to come talk to us about your skills, experience, ambitions, and dream role. We hope to find exceptional people to do exceptional work with us, and we believe it’s important that we define your role and path to our mutual growth together.

We avoid unnecessary hierarchy and focus on small, autonomous teams that accomplish their own goals and make their own decisions, and have enough space and time to continuously inspire each other. Here’s Ana from our Helsinki office talking about humanity, and Miku explaining why autonomy makes for good business.

What we can offer you:
Hybrid, completely autonomous teams, filled with experts in everything from design, to data science, to business consulting, to content.
A community of amazing people who you will learn from and will learn from you.
Experimentation and continuous improvement of our skills and ways of working.
A dedication to constant evolution (and the occasional revolution).
A world without rigid hierarchy—big ideas can come from anyone and anywhere.

What you’ll bring:
Exceptional technological competence.
Ability to make things, and to make things happen.
Compassion for people—both those around you, and those who will use what we build.
Drive to work on complex problems at any part of the project, from type system nuances to organizational dynamics.
A vision and commitment to the future of work: being truly lean and agile and human-centered, and leaving yesterday’s pointless rituals behind.
Readiness to be responsible for your work, development, and career path. Don’t worry: we’ll have your back in whatever you want to achieve, but the end goal is yours to define.
5+ years of real-world experience in building digital products and services.
Authorization to work in the United States.

Think Reaktor sounds like home? Great. Introduce yourself via the form below.

We invite you to share details of any open source projects, your GitHub profile, and most importantly, your personality. Be original, not official.

We are an Equal Employment Opportunity (EEO) employer and do not discriminate on the basis of race, color, national origin, religion, gender, age, veteran status, political affiliation, sexual orientation, marital status or disability.",Senior Software Engineers,"New York, NY",4.9,$50 to $100 million (USD),-1,Information Technology,501 to 1000 employees,Company - Private,2020-04-01T02:46:41.080712
"Sandia National Laboratories
3.8","Los Alamos National Laboratory, Lawrence Livermore National Laboratory",1949,"Albuquerque, NM",Federal Agencies,":

Are you passionate about research dedicated to keeping systems safe and thwarting cyber intrusions? Are you dreaming of a chance to develop protective technologies, conduct threat assessments, and analyze government, military, and civilian computer networks? If so, you will want to apply for this opportunity to join Sandia's unique multidisciplinary team committed to solving the information security challenges facing our nation. As part of our team, you will engage in work across the technology spectrum including embedded, mobile, desktop, and enterprise systems, as well as globally connected networks of networks.

To support Sandia's national security missions, our cybersecurity scientists and engineers engage in a variety of research areas including:
Manual and automated reverse engineering, vulnerability assessment, and malware analysis
Intrusion prevention/detection and response, penetration testing, and forensics
Network operation, information protection, and resiliency
Authentication and authorization
Cryptography
Threat intelligence
Modeling, simulation, and emulation
Data science, information theory, and streaming and behavioral analytics
Hardware/software trust and assurance
Real-time operating systems (RTOS) and embedded systems, including Internet of Things (IoT)
Virtualization (system and network) and cloud technologies
Mobile devices and smart technologies
Autonomous systems
Industrial control systems and SCADA systems
When applying to this requisition, you may be interviewed and/or hired by one of several cybersecurity-focused organizations.

Required:
Bachelors degree in a relevant discipline plus 5 or more years of experience
Experience with assembly or operating system programming, application layer programming, Dev-Ops programming, and/or network layer programming
Ability to obtain and maintain a Q-level security clearance
Desired:
Degree(s) in Computer Science/Engineering, Electrical Engineering, Computer Information Systems, Computer Forensics, or Mathematics
Experience conducting research resulting in creative technical solutions
Experience in reverse engineering, malware analysis, formal methods, deciphering known and unknown file formats, data structures, and network protocols
Experience with one or more of the following: network design, implementation, administration, database systems, webservers, application servers, firewalls, network devices, data science/analytics
Experience auditing code in C/C\+\+, Java, Python, assembly, or other languages
Strong analytical skills
Familiarity with secure-system design principles and information assurance principles
Well-developed leadership skills with the ability to prioritize and execute in a disciplined and focused manner
Strong oral and written communication skills, ability to explain complex ideas clearly and concisely
Active DOE Q security clearance
Department Description:

The Mission Cyber Security Department is housed in the Information Security Sciences group. The group focuses on four major areas of research and development: (1) cyber vulnerability analyses and system assessments, (2) at-scale cyber system emulation, (3) data analytics and (4) mission protection. This allows the group to focus on the intersection of vulnerability research, modeling and simulation, data analysis, and operations all in the context of cyber.Department 8765 combines cyber security research and operations to solve critical national security problems. We support efforts to improve cyber security and information operations programs within Sandia and across the federal government. Staff members in the department have expertise in computer science and engineering, information assurance, cyber operations and related fields. Our core technical capabilities include cyber incident response, intrusion detection, network monitoring, network and host forensics, malware research and analysis, vulnerability assessments, and reverse engineering. We maintain state-of-the-art expertise in these disciplines as they continue to evolve, and conduct research to automate and advance tools and techniques, with the objective of enabling precious subject-matter-expert time to be spent on the most unique, difficult and dangerous elements of the threat space. With a history of applying research to solve real world problems, we address issues of trust and information assurance as they relate to national security. In addition, we are actively engaged in cyber educational programs that prepare students to enter the workforce and provide a recruiting pipeline for the Sandia cyber mission area.

About Sandia:

Sandia National Laboratories is the nations premier science and engineering lab for national security and technology innovation, with teams of specialists focused on cutting-edge work in a broad array of areas. Some of the main reasons we love our jobs:
Challenging work withamazingimpact that contributes to security, peace, and freedom worldwide
Extraordinary co-workers
Some of the best tools, equipment, and research facilities in the world
Career advancement and enrichment opportunities
Flexible schedules, generous vacations,strongmedical and other benefits, competitive 401k, learning opportunities, relocation assistance and amenities aimed at creating a solid work/life balance\
World-changing technologies. Life-changing careers._ Learn more about Sandia at: http://www.sandia.gov

*These benefits vary by job classification.

Security Clearance:

Sandia is required by DOE to conduct a pre-employment drug test and background review that includes checks of personal references, credit, law enforcement records, and employment/education verifications. Applicants for employment need to be able to obtain and maintain a DOE Q-level security clearance, which requires U.S. citizenship. If you hold more than one citizenship (i.e., of the U.S. and another country), your ability to obtain a security clearance may be impacted.

Applicants offered employment with Sandia are subject to a federal background investigation to meet the requirements for access to classified information or matter if the duties of the position require a DOE security clearance. Substance abuse or illegal drug use, falsification of information, criminal activity, serious misconduct or other indicators of untrustworthiness can cause a clearance to be denied or terminated by DOE, resulting in the inability to perform the duties assigned and subsequent termination of employment.

EEO Statement:

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or veteran status and any other protected class under state or federal law.",R&D Cybersecurity Engineer - Hardware or Software (Experienced),"Livermore, CA",3.8,$2 to $5 billion (USD),-1,Government,10000+ employees,Government,2020-04-01T02:46:41.080712
"My Job Tank
3.6",-1,-1,"New York, NY",-1,"What You’ll Do
We're now hiring a Solutions Engineers to provide technical support on the networking side for both clients and the internal sales team and assist in designing security systems and quotes. Experience with IoT devices, video security systems, and access controls is a bonus.
Responsibilities:
Create security systems including IP Video Surveillance
Fulfill customer requirements by providing custom solution designs
Respond to RFP’s & bids
Designed security solutions with Project Managers/Operations Team Members
Educate customers on the various security products available with sales team members
Prepare required project documentation (floorplans, the scope of work, assumptions, etc…)
Basic Qualifications:
Working experience with DHCP, VLANs, TCP/IP, DHCP servers, DNS, and software systems
Excellent account management, follow-through, and attention to detail
Outstanding verbal and written communication skills to clarify technical matters with customers and partners
Bachelor's degree in Computer Science, Computer Engineering, Information Technology, Information and Computer Technology, Networking, IT Security from an accredited university
Industry certifications are a plus: AWS, CCNA, MCSE, CEH, Security+, A+, Network
Benefits:
Competitive salary + equity
Excellent health, dental, and vision insurance
Flexible vacation policy
Monthly health allowance
Monthly commuter allowance + parking
Flexible hours to come in office after SF traffic",Solutions Engineer,"San Mateo, CA",3.6,Unknown / Non-Applicable,-1,-1,51 to 200 employees,Company - Private,2020-04-01T02:46:41.080712
