Job Title,Job Description,Job Id,Location,Company Name,Company Description,Headquarters,Size,Founded,Industry,Website,SE/DS
Sr Software Engineer -Cloud exp,"Hi,
Greetings from Software Technology, Inc. I have a great job opportunity with one of my client for the below position. If you are available and interested, please do send me your updated resume and the time to call you for further discussion.
Title: Sr Software Engineer
Fulltime
Plano, TX
Position Overview:
We are seeking a polished, proactive, and professional Senior Software Engineer to support the Software Products and Enterprise Solutions Department within Engineering. In this role, you will help us to architect, build and enhance our cloud platform with new features for our customers. You will drives multi discipline projects. You must be creative, thrive on solving problems, and should motivate and lead people. You will be a senior level technical contributor as well as an effective leader of a cross discipline development team. You will coordinate and monitor all aspects of the product development lifecycle across multiple technology platforms and disciplines. You will also provide technical support and mentoring to project team members.
Responsibilities:
Analyze product requirements to determine feasibility of design within time and cost constraints
Provide technical leadership to assigned product to ensure architectural (Diagram of Components/Modules and Communication paths) and functional specification correctness
Coordinate activities with Discipline Leads and engineers to create Module/Unit and Interface specification, implementation, integration and testing of product
Contribute to the development activities such as architecture & design, project estimates, scheduling, integration planning and deliverables.
Main point of contact with vendors/partners on technical matters. Ensure coordination of project dependencies and perform code reviews of software deliverables.
Consult with other team members to evaluate both the integration between hardware and software and the operational and performance requirements of overall systems
Review test plans to ensure they cover all product requirements
Lead the Firmware/Software integration phase by developing swim lane integration plan, and complete definition of integration entry criteria. Pull team together when necessary to improve team communications and ensure efficient problem solving and smooth integration cycle
Resolve technical issues and technical differences between technical team members. Escalates to directors when necessary.
Work with the Discipline Leads to ensure that each bug is assigned to the proper team and engineer
Work with Tech Manager to prioritize product backlog
Manage technical risks, reports regularly on risks and mitigation steps to the Project Manager and directors
Provide ongoing feedback from previous lessons learned and guidance to improve project team performance
Qualifications:
A minimum of a Bachelor's degree in Computer Science, Business Information Systems is required.
A minimum of 8 years of experience in architecting and building enterprise scale systems is required
Strong experience architecting and building multi-tenant PaaS cloud solutions the with the Microsoft Azure platform.
Strong experience with cloud software design patterns (micro services, messaging, distributed caching, etc.)
Strong experience setting project vision/scope, building the team to deliver, and overseeing delivery.
Strong experience building product delivery schedules and roadmaps.
Proven track record of successfully adopting new technology at an enterprise-wide level.
Exceptional communication skills and proven record of accomplishment of presenting to executive-level leadership.
Developer background, 6+ years of experience with programming in Microsoft .NET, C#, JavaScript, JQuery, Angular, Node Js
Strong experience leading a technical project teams with the ability to lead people, provide direction, and set clear objectives.
Experience with continuous integration concepts and tools, such as Jenkins, Microsoft TFS, TeamCity, etc.
Must understand Agile/SCRUM methodologies and have applied them on a Scrum team.
Experience with Azure technologies is required: IoT Hub, Event Hub, Service Bus, Micro Services, Service Fabric, Web sites, Web roles, Worker roles, Distributed Cache, Document DB, HD Insight etc
Best Regards,
B Sagar
Technical Recruiter
Software Technology Inc
Direct: 609-434-8008
Office: 609-232-8700 Ext: 117
Email:bsagar@stiorg.com
GTalk:sagar.stiorg@gmail.com
www.stiorg.com",217203260,"Plano, TX 75093",Software Technology Inc,,,,,,,SE
"Sr C# Software Test Engineer (SDET), Seattle Metro, Immediate","C2C applicants will not be considered

Must have 5+ years of solid industry experiences in C# & SDET (there will be C# coding test for interview):
Designing and developing software test automation; C# programming languages, frameworks, and test management; databases and stored procedures; analyzing performance and scalability for distributed services.
No C2C/W2 employment only, H1B transfer sponsorship, no remote
Qualifications:
5+ years of industry experience designing, developing, and utilizing complex test automation software to verify functional correctness, system performance, scalability, etc. 
5+ years of hands-on experience with technical analysis, design, and development involving distributed systems, databases, storage, high performance data structures and algorithms, and a strong ability to apply them towards solving complex, challenging problems
5+ years of experience with MS SQL Server, Oracle, MySQL, Postgres/PostgreSQL, and/or MongoDB; strong proficiency to write complex queries, effectively utilize profilers, and create/modify stored procedures
5+ years of hands-on experience with languages, frameworks, and test management tools including .NET, SQL, C#, JavaScript, Selenium WebDriver, Ruby script, JIRA, etc.
5+ years of experience analyzing performance and scalability for distributed services
3+ years of experience collaborating in high performance Agile teams with Scrum and/or Kanban
Bachelor’s Degree in Computer Science, a related technical or scientific field, or equivalent industry experience",216583150,"Seattle, WA",Wicresoft,"We’re Wicresoft, a full-service business productivity powerhouse. Our excellence in modern-workplace advisory, solutions, and operations keeps our clients ahead of every curve. 

From world-class staffing and managed delivery to industry-leading business solutions, and strategic advisory—Wicresoft is the driving force behind the success of companies around the globe.    

Wicresoft is the only strategic Global Microsoft Gold Partner with competencies in Project and Portfolio Management, Power BI, Cloud Productivity and Collaboration, and the largest PM partner in North America. Our locations include six offices across the US, as well as offices in Canada, China, Japan, and Europe. Today, Wicresoft is home to more than 6,500 employees worldwide.

See what our employees have to say at https://www.glassdoor.com/Reviews/Wicresoft-Reviews-E429624.htm ","US, Bellevue, Washington","5,000 to 9,999 employees",2002.0,Computer/IT Services,https://us.wicresoft.com/,SE
Software Engineer,"Hello Everyone.,
Hope you are doing good...!
Greetings from Wilco Source, we are looking for immediate ""Senior Software Engineer with C++ on Windows, C# and Microsoft SQL Server"" for our Direct Client in Newark, CA. If you are interested please send me your updated resume or refer anyone who would be interested to recruitment at wilcosource dot com.
Immediate Interview | Immediate Position | Direct Client
Position: Sr. Software Engineer with C++ on Windows, C# and Microsoft SQL Server
Location: Newark, CA
No.of Positions: Multiple | C2C | Direct Client
Job Description:
We are looking for a Senior Software Engineer to be part of a team responsible for designing and developing the critical business applications in the Core Products suite. The Software Development group focuses on developing and building cutting edge, high-performance enterprise software solutions that deliver risk quantification tools to our clients worldwide.
You will use best-of-breed technology from both established vendors such as Oracle Java as well as open source technology. As a Software Engineer, you will have the opportunity to play a key role in designing, developing, and innovating together as you bring your considerable software engineering skills to our dynamically growing organization.
What You'll Be Doing:
Design, develop and maintain high-performance risk analytics, enterprise application designs, and software infrastructure using object-oriented design and analysis, using C++/C#.
Experience working with Windows applications using Microsoft Visual Studio
Experience working with Microsoft SQL Server writing Stored Procedures, complex sql queries etc
Experience working on distributed computing application on Windows platform, Microsoft HPC Pack preferred.
Utilize modularity and layering to enable high scalability and maintainability for software applications.
Write high-performance computer algorithms and software code for Risk Analytics suite of applications.
Create software design documents, architecture, sequence, class and related artifacts.
Translate design inputs into development work items. Assist in providing estimates for levels of effort required to accomplish expected deliverables.
Collaborate with fellow engineers, Product/Project Managers and Quality Assurance engineers to develop multi-tier, multi-layered application layer framework and functional components, following coding, documentation and design standards.
Research new technologies and techniques to support leading-edge development. Mentor junior team members on technical aspects.
Provide an active contribution to the team responsible for the design, development, and implementation of critical enterprise scale applications.
 Required experience and skills:
BS/MS degree in Computer Science or related field with 5-7 years of professional experience
At least 6-8 years of experience in object-oriented design, data structures, design patterns, algorithms, and programming skills using C++ or Java/C#
Ability to build fast, reliable, scalable, highly available, services and software components
Demonstrated ability to produce quality code and experience with source control systems like Git/Bitbucket
Past experience with Agile methodology
Desirable experience and skills: 
Experience with SQL server
 ",217180679,"Newark, CA","Wilco Source, LLC",,,,,,,SE
Senior Software Engineer,"All applicants must be authorized to work in the USA.
At Anju Software, we are looking for team members that share the passion and commitment to create the best product solutions available within the Life Sciences Software Sector.
Job Description
Anju Software is a leading provider of comprehensive software and data solutions to the life sciences industry. Anju has combined deep industry and software domain expertise to build a next generation platform for the life sciences sector that can scale to provide solutions that meet customers’ needs.
Anju’s Chicago (Lisle, IL) office is hiring a Sr. .Net developer with a minimum experience of 8 years. A successful candidate must be able to use XML/XSLT, HTML, CSS, materialized CSS, JavaScript and JQuery to develop high quality business applications to meet the needs of our customer base.
Work Environment and Expectations:
Complete assigned tasks within established specifications and time frames
Willing to learn and quickly adapt to new tools and technologies
Perform other duties as may be assigned by managementWeb TechnologyASP.NET MVC, HTML 5, CSS, JavaScript, jQueryProgrammingC#, VB.NET, LINQ, Entity Framework, XML/JSON, WFDatabasesMS SQL Server 2012, 2016Service Oriented ArchitectureWeb API, Web ServicesVisual StudioVS2015, VS2017, WS2019Version Control ToolsTFS, GitThird Party components (Good to have)Telerik, AsposeEnterprise Search knowledge (good to have)Apache SOLR
Desired Skills for Senior .Net Developer:
8+ years of experience in C# and ASP.NET
Experience with Agile and Test Driven Development methodologies
Experience with ASP.NET with T-SQL and SQL Server technologies
Experience debugging and analyzing code
Experience with HTLM 5,CSS 3, Materialized CSS, JQuery, Web API
Experience with Continuous Integration/Delivery
Experience with LINQ
Experience with Restful Web Services, Web API
Experience working with XML/XSLT, HTML, CSS, JavaScript and JQuery
Experience with unobtrusive JavaScript practices
Experience with coding patterns such as Repository and State patterns
Strong understanding of SOLID Principles
Ability to recommend practical and effective solutions
Enterprise Search using SOLR/Elastic Search
Ability to use SOLR/Elastic for data searches in structured and unstructured data
At least 2-3 years of enterprise search application development and administration experience with Apache Lucene SOLR
Have strong experience in handling data with JSON, Java, SQL and other open source tools
Solid understanding of best practices for faceted search, auto-complete, and relevance boosting
Creating adhoc SOLR Queries and build SOLR queries for multiple search requirements
Experience with Workflow
Strong troubleshooting skills – applicant must be able to determine the causes of complex problems
Experience with Microsoft SQL Server
Anju Software is an Equal Opportunity Employer. Anju Software provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, or status as a veteran. Anju Software complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.
Job Type: Full-time",217184908,"Lisle, IL 60532",Anju Software,,,,,,,SE
Software Engineer IV,"The Software Engineer IV develops, implements, and maintains software solutions that enable business operations to realize company goals & objectives.
Performs analysis, design, coding, debugging, testing, and support of the most complex and/or larger impact software application systems.
May be assigned to develop new applications/systems, enhance/upgrade existing systems or provide production support.
Provides mentoring and guidance to less experienced peers, has authority to assign work tasks and review work products of lower level peers.
Assists the department manager/director in developing processes and standards.
 RESPONSIBILITIES:
Partners with Agile Program Manager (APM), Digital Product Manager (DPM), and Business Systems Analyst (BSA) to accurately capture stakeholder requests and system specifications and translate them into engineering artifacts, which typically include design specifications, source code, test scripts and test results.
Consults with enterprise architects to ensure that the engineering realization is in accordance with Enterprise Architecture principles and software development best practices.
As part of Agile teams, completes complex software development work involving creative application of design, coding and debugging methods and techniques. Keeps Agile team and APM updated on product status.
Coordinates schedules and timelines with testers to ensure that all software components are tested adequately. Proactively collaborates with testers to develop action plans and solutions to address scheduling issues that arise.
Utilizes high level software development expertise to provide guidance to stakeholders on devising effective and efficient approaches to achieve project and program objectives.
Manages engineering risks by proactively tracking and communicating issues, devising methods to mitigate them and collaborating with involved parties to implement solutions.
Leads architecture and design discussion. Interface with other project and program areas to coordinate interdependencies and resolve issues.
Provides input to APM/DPM in creation of Product Roadmap, High Level Estimates
Supports business units in the resolution of in-depth user questions and issues.
Maintains a working knowledge of new technology and software engineering standards & practices.
Collaborates with IT management to define and develop documentation & engineering artifact standards, guidelines, processes, and templates.
REQUIREMENTS:
Required - Development Experience with JavaScript, HTML, CSS
Required - Knowledge and experience working with 3rd party APIs
Required -knowledge and skills would typically be acquired through a Bachelor’s degree in computer science, business, or related field plus 8 or more years of related experience.
Expert level knowledge of theoretical and practical application of highly specialized software engineering best practices methods and techniques.
Extensive experience in developing software applications on the assigned software platform or technology
Extensive knowledge of source code change management and related tools.
Advanced analytical, problem solving and organizational skills.
Strong customer service skills in order to provide end user/business owner systems support.
Strong understanding of client-side software, scalability, performance, and reliability skills
Knowledge and experience using Agile software development principles, process and tools.
Advanced knowledge of Integrated Software Development Environments (IDE) relevant to assigned technology.
Knowledge and development experience with common frameworks such as Angular is required.
Understanding of continuous integration and deployment tools like Octopus deploy, Jenkins
Experience with container orchestration tool such as Docker Swarm or Kubernetes (Openshift) is nice to have.
Experience with Insurance / Reinsurance Systems and Data is a plus
Knowledge of AWS development and deployment is nice to have.
Excellent interpersonal, and written and oral communication skills.
Excellent communication skills: Excellent command of the English language, i.e. Ability to write and understand the written documents, email and other forms of electronic communications. Ability to discuss, articulate and simplify technology to non-technical people.",217154530,"Raleigh, NC 27601",Experienced Recruiting Partners,,,,,,,SE
PRINCIPAL SOFTWARE ENGINEER,"PRINCIPAL SOFTWARE ENGINEER
Company: Gracenote, Inc., a Nielsen company
Location: Emeryville, CA
Position Type: Full Time
Experience: See below for details
Education: See below for details
Gracenote, Inc., a Nielsen Company seeks Principal Software Engineer (Emeryville, CA): Responsible for designing and developing scalable platform frameworks and components for large-scale data mining related to consumer wireless usage, including data, voice and video consumption. Opportunity to telecommute from within the San Francisco/Oakland, CA area up to 3 days/week, as feasible. Minimum requirements: Master’s degree in computer science, engineering or a related field with an information technology focus (foreign equivalent degree acceptable) plus 3 years of experience in software design and development (would also accept a bachelor’s degree plus 5 years of post-baccalaureate, progressively responsible experience). This must include 3 years of experience in/with: reusable Java-based frameworks effectively leveraging design patterns; resolving operational issues in hosted environments; and the complete software development lifecycle. 2 years of experience in/with: developing XML generation and parsing code; and developing JDBC and database access code. 1 year of experience in/with: design and development of large-scale data processing systems using Hadoop and MapReduce APIs, and SQL; developing queries using Hive, Impala, Spark and/or other Big Data query engines; and common data analysis patterns and statistical inference techniques. Apply online at
www.nielsen.com with Job ID # 60483.",217170420,"Oakland, CA 94608","Gracenote, Inc., a Nielsen company",,,,,,,SE
C++ Software Engineer,"LRS Consulting Services has been delivering the highest quality consultants to our clients since 1979. We've built a solid reputation for dealing with our clients and our consultants with honesty, integrity, and respect. We work hard every day to maintain that reputation, and we're very interested in candidates who can help us. If you're that candidate, this opportunity is made for you!
Looking for more than just another assignment? We're looking for you! This isn't just another assignment, but a real opportunity and a challenge for the right person. LRS Consulting Services is seeking a C++ Software Engineer for a 12 month contract to hire opportunity with our client in Central Illinois! 
Requirements:
5+ year's experience with the following:
C++ Development (C++, C++11, C++14, C++17)
Software Engineering
Object oriented design 
Design patterns (composition, inheritance, templates) 
Memory vs CPU performance trade-offs 
Strong candidates will have:
Experience with software development and product development lifecycles 
Experience wit Linux and Linux application developement environments 
A Bachelor's degree in Computer Science or Information Systems
Candidate must be able to effectively communicate in English (written & verbal)
Candidate must have permanent authorization to work in the USA for any employer
Corp to corp candidates will not be considered
LRS is an equal opportunity employer. Applicants for employment will receive consideration without unlawful discrimination based on race, color, religion, creed, national origin, sex, age, disability, marital status, gender identity, domestic partner status, sexual orientation, genetic information, citizenship status or protected veteran status
 #LI-KJ1",f3ac6663-4aac-47ad-ad8d-aa2233b0cba8,"Tremont, IL",LRS,,,,,,,SE
Senior Software Engineer,"Senior Software Engineer - sought by J.B. Hunt Transport, Inc. in Lowell, AR, 40 hrs/wk to leads development efforts in an Agile development environment, daily stand ups, sprint planning, backlog grooming, retrospectives, and sprint demos. Implements web designs that are asynchronous, responsive, and provide a rich user experience.Leads development and implementation of new features that meet J.B. Hunt’s standards in performance, reliability, and maintainability.Troubleshoots and solves production issues related to performance and reliability throughout the software stack with assistance from other team members.Performs application debugging using their IDE of choice; unit testing using architecture standards; and documentation of current or future work tasks with a visual modeling application and/or an integrated README.Leads team members in execution and release of builds using continuous integration and deployment using our current CI/CD applications and processes.Leads analysis and design tasks with the Agile team using software development lifecycle concepts.Works within a collaborative environment and contributes to team goals by offering open and honest communication and helping to meet deadlines.Acts as a technical consultant to the team's management by leveraging technical and domain knowledge to answer questions. Provides technical leadership to the team and others through coaching and mentorship. Minimum Requirements: Bachelor’s degree in Computer and Information Science, Engineering, or Management Information Systems, or related, or foreign equivalent, plus 5 years of experience in Software Development or  Software Engineering. Five years of experience using programs such as: Java/J2EE, Webservices (SOAP and REST), Spring, Tomcat, SQL, Eclipse, IDEA Intellij, Angular JS Angular 2, EXT JS, Android, or iOS. Send resume to: J.B. Hunt Transport, Inc., Attn.: Elaine Smith, 615 J.B. Hunt Corporate Drive, Lowell, AR 72745.",217123763,"Lowell, AR","J.B. Hunt Transport, Inc.",,,,,,,SE
Senior Technical Writer," Job Description
Creates and revises complex technical documentation to support the marketing, operation, repair, and maintenance of company products.
Ensures documents conform to company and government standards and specifications and language usage principles.
Creates and revises technical documentation using state-of-the-art publishing software technology including product descriptions, detailed functional descriptions, operating procedures, fault isolation, maintenance and repair procedures, illustrated parts breakdown (IPB), miscellaneous reports, proposals, marketing literature, or other technical documentation pertaining to company products.
Ensures compliance with customer requirements, government specifications, engineering standards, and language usage principles.
Researches and consults with engineering staff on systems and equipment to create and revise technical documentation.
Analyzes and interprets engineering drawings and other technical data to translate information into technical documentation.
Evaluates illustrations and graphics to determine how to best utilize them within the documentation. Requests the creation of new illustrations/graphics or changes to existing illustrations/graphics.
Assists in evaluating project requirements by providing time and cost estimates.
May interface with customers on project content and technical issues.
Participates in reviews and validation efforts (onsite and offsite) for technical writing assignments.
Assists with overall design of technical documentation by providing input to format and style. May lead small or portions of large technical writing assignments.
May perform or participate in unit and/or system testing on Interactive Electronic Technical Manuals (IETMs).
Maintains up-to-date knowledge on industry trends, practices, and applications. Maintains a safe work environment and ensures compliance with safety objectives and policies.
Working knowledge of hydraulics, mechanics, electronics, and system operations to write technical documentation.
Working knowledge of state-of-the-art publication/page production software and Interactive Electronic Technical Manual (IETM) functionality and development processes. A
ability to understand complex engineering designs, analyze and interpret engineering drawings and terminology, and translate into understandable language for non-engineers.
Ability to create and revise complex technical documentation, effectively answer customer questions and concerns related to company equipment and systems, engage in problem-solving discussions with cross-functional team members, provide guidance to cross-functional team members, and ensure documentation is produced on time and within budget.
Ability to concentrate, attention to detail, and command of the English language.
Skills Required
XML Authoring Tool Experience (e.g. Arbortext Epic Editor and Oxygen software) MS Office Tools/Suite (Word, Excel, PowerPoint required; Access a plus) Adobe Acrobat Professional PDF Software
proficient for use of illustration markups, or use of a similar PDF (electronic) markup tool Mechanical/Electrical/Operator Tech Writer Experience/Knowledge Required,
preferred in the defense industry Validation/Verification, on-vehicle experience a plus Content Management System (CMS) experience a plus Customer Interaction/Customer Service skills required (some positions involve direct customer interface representing the company)
Ability to work with a diverse team in several physical locations
Knowledge of interactive electronic technical manual functionality, development processes and markup languages is preferred
Familiarity with relevant military and commercial standards
Certain positions may require specialized technical knowledge
Experience Required
Bachelor's Degree in a relevant technical discipline; or an equivalent combination of education and experience, plus 5 additional years of relevant experience",217104111,"Sterling Heights, MI 48312",Amtec Human Capital,"In 1959, Robert Underwood took over what was then a floundering, debt-ridden staffing company, with the mission of finding the right candidates for its customers. Renaming it Amtec Engineering, Inc., Bob worked hard to pull the company out of the red and honor his predecessor’s debts. With God’s help and a lot of elbow grease, he succeeded, and the little staffing agency company grew under the leadership of Bob and a new partner, Peter Van Dyken.
At first located on Commonwealth Avenue in Fullerton, California, the company served mainly technical companies like Beckman, General Dynamics, Honeywell, and Rockwell. Without the invention of computers or fax machines, candidates hand-delivered or mailed in their time cards and resumes, which were coded and painstakingly filed so they could be retrieved for the right direct hire or contract job. Each week, many contractors came in to pick up their checks, and they were always greeted by name.","US, Chino Hills, California",50 to 99 employees,1959.0,Staffing/Employment Agencies,http://amtec.us.com,SE
Software Engineer role,"Job Description:

The successful candidate will have demonstrated the ability to succeed in a fast paced, fluid environment, while ensuring that project initiatives are met. We want someone who: • Has a good “whatever it takes” attitude • Takes great personal pride in building robust software • Has strong sense of ownership and drive • Has excellent written and verbal communication skills • Has strong customer focus • Is problem solver that will work with what is available, look for ways to improve things • Recognizes the importance of getting things done and done well • Is highly collaborative • Has high initiative • Wants to build game-changing software applications for Utility industry Requirements: • BS/MS in Computer Science or equivalent. • 5+ years of experience in a software development related field • Commercial software development experience • Strong object-oriented design and coding skills (Java, and/or C++), preferably on a UNIX or Linux platform developing Systems software • Solid understanding of data structures and algorithms • Ability to work within a team environment of engineers to meet aggressive goals and high quality standards It would be awesome if you: • Have experience with online distributed systems, real-time systems,platform infrastructure design and implementation • Have experience with communications and/or networking solutions design and development • Delivered mission critical services or services operation • Have extensive experience with multi-threading and concurrency in large scale high availability systems • Previously held a technical leadership role for several complete large-scale projects • Have experience with Agile (SCRUM, RUP, XP), OO modeling, web services, UNIX, middleware and data mining systems.

Interested candidates and forward their updated resume at bsunny@riverpoint.com

Regards,

Sunny
Riverpoint INC",217130876,"Raleigh, NC 27602",Riverpoint Inc,,,,,,,SE
Software Engineer,"Active TS/SCI Clearance to start; US Citizenship required
 Software Engineer (C++/Java) 
Aurora, CO 
Yearlong Contract (Possibility of Extension)
Active TS/SCI Required to Apply/Start

This Software Engineer is responsible to: Test and integrate code in compliance with requirements and defined architecture, Support code reviews and analysis, Support discrepancy report (DR) work-off, Support Test Engineering for integration and test activities and events.
 Required:
Satellite ground system software experience,
Minimum 6+ years of SW development experience using object-oriented techniques in C++ and Java,
Experience with scripting languages, Perl and Python,
Experience developing software in a Linux OS environment.
Experience using MatLab, Jira, Confluence, Git, and ClearCase.
Familiarity working in an Agile development environment.
Current/active TS level clearance
Desired:
Experience developing and managing requirements for ground system software.
Experience coordinating test and software activities.
Requires a degree in Science, Technology, Engineering or Mathematics (STEM) and minimum of 6 years of prior relevant experience, unless prohibited by local laws/regulations or 14 years equivalent experience.
Requires a degree in Science, Technology, Engineering or Mathematics (STEM) and minimum of 6 years of prior relevant experience, unless prohibited by local laws/regulations or 14 years equivalent experience.",217113057,"Buckley Air Natl Guard Base, CO 80011",GeoLogics Consulting,"GeoLogics is a high-technology company with over 25 years of successful participation in development and experimental programs for the aerospace and defense industries and national research laboratories. We have consistently been able to recruit and retain the specialized talent needed to participate in research and development programs of national importance. GeoLogics is a premier technical services company serving the aerospace, defense, and systems development industries. We provide projects with specialized technical and professional expertise. GeoLogics was incorporated in Maryland in April 1989. GeoLogics corporate headquarters are located in the DC-northern Virginia high-technology corridor. GeoLogics maintains recruiting and field offices to support consulting operations and clients in Alabama, California, Colorado, Massachusetts, South Carolina, and Texas.","US, Alexandria, VA",500 to 999 employees,1989.0,Computer/IT Services,,SE
Sr. Software Engineer/.Net Web Developer,"Spectra Tech has an immediate need for a .Net Web Developer to support a project at the Savannah River Site in Aiken, SC.  The developer will be establishing and maintaining cost-effective web based solutions using Visual Basic .NET and ASP .NET.  Additionally, the developer is responsible for compliance with departmental policies and processes and for performing all duties and activities in a safe and ethical manner.  
  
DUTIES AND RESPONSIBILITIES:

.NET Web Developer using Visual Basic .NET and ASP .NET
1.    New Application Development
a.    Gather scope, establish requirements, and obtain customer approvals per Savannah River Site procedures and guidance.
b.    Manage the development cycle through coding, testing, acceptance and production turnover.
c.    Promote effective use of technology.
2.    Maintenance and Revisioning of Existing Application
a.    Perform maintenance duties to ensure continued operations of existing production applications.
b.    Gather design changes and problems/issues for revising existing production applications.
c.    Manage the change cycle through coding, testing, acceptance and production rollout.
3.    Problem analysis and resolution
a.    Fix causes, not just solutions.  Work to eliminate recurring problems and improve supportability.
b.    Watch for trends that indicate potential problems and then eliminate the problems before they happen.
4.    Communication
a.    Keep peers and STR informed of trends, significant problems, unexpected delays and anything new in the environment.
b.    Keep customers informed of global problems, scheduled downtime or anything that affects the computing environment.
c.    Keep customers informed of progress on problems that cannot be resolved on first call.
MINIMUM EDUCATIONAL AND EXPERIENCE REQUIREMENTS:

Education: Position requires a 4-year degree in Software Engineering, Computer Science or related discipline with 5 years proven performance in related assignment(s); or a non-related 4 year degree with 7 years proven performance in related assignment(s); or a 2 year degree with 9 years proven performance in related assignment(s).  In lieu of degree, a high school diploma and at least 11 additional years of relevant information technology is acceptable.
Experience: 
The ability to learn technical product information quickly and accurately. 
5 years experience (7 years, if no degree) in developing web based applications using:  
1.    Visual Studio 2012/2013/2015
2.    .NET 4.0/4.5 Framework
3.    ASP .NET 
4.    MVC
 
3 years experience with and working knowledge of:  
1.    SQL Server 2012 or Oracle 11g
2.    LINQ to SQL
3.    Ajax & JavaScript, HTML, CSS
 
Working knowledge of:  
1.    Stored procedures (TSQL)
2.    Entity Framework 5 (or greater)
3.    Windows 7
4.    HTML 5
5.    TFS (2010 or greater)
6.    Angular (1.2 or greater)
7.    React (16 or greater)
8.    Twitter Bootstrap 3
9.    CSS 3
10.    Agile Principle (SCRUM, Sprint planning, etc.)
OTHER DUTIES

Physical Demands: While performing the duties of this job, the developer is occasionally required to sit; use hands to finger, handle, feel objects, and type on keyboard; reach with hands and arms; talk and hear. Specific vision abilities required by the job include close vision, distance vision, peripheral vision, depth perception, and the ability to adjust focus. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Work Environment: While performing the duties of this job, the developer will have a space exposed to normal noise level in the work environment. 

Work Hours: A 40 hour work week excluding SRNS holidays.  Each work day has a 30-minute unpaid lunch period.

Spectra Tech, Inc. is committed to hiring and retaining a diverse workforce.  We are an Equal Employment Opportunity (EEO) employer.  It is the policy of the Company to provide equal employment opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.  We are also an E-verify employer.
  ",216809370,"Aiken, SC 29801",Spectra Tech Inc.,"Founded as a one-person company in 1995 by Loong Yong, Ph.D., Spectra Tech is today a 250-person engineering and environmental services company working on engineering, environmental and nuclear projects worldwide for its clients, which include U.S. Federal agencies, government contractors, and private commercial companies. In 2014, Spectra Tech acquired BAT Associates, Inc. as a wholly-owned subsidiary, expanding Spectra Tech’s environmental services offerings and expertise. Throughout the company’s history, Spectra Tech has maintained an excellent track record for customer satisfaction, high employee morale, and job safety.
Classified as a small business under its primary NAICS code of 562910, Spectra Tech was certified as a Minority- Owned Business in 2010 with the Tennessee Minority Supplier Development Council (TMSDC) and as a Disadvantaged Business Enterprise with the State of California in 2014. Our highly qualified and experienced professional staff members are committed to providing clients with the highest level of service. Spectra Tech engineers and scientists have backgrounds in engineering, construction management, environmental remediation, hazardous and radioactive waste management, decontamination and decommissioning (D&D), nuclear facility safety and operations, radiation protection, regulatory compliance, Quality Assurance, contract management, and procurement.","US, Oak Ridge, Tennessee",100 to 499 employees,1995.0,Engineering Services,https://www.spectratechinc.com/,SE
