Job Title,Job Description,Job Id,Location,Company Name,Company Description,Headquarters,Size,Founded,Industry,Website,SE/DS
"Software Engineer (full-time, one position)","Software Engineer (full-time, one position)
Software Engineer needed in Edison, NJ and various unanticipated locations throughout the US to design, develop, test, and implement computer applications software. Gather and analyze client business requirements and design and develop computer systems. Oversee the installation of necessary software and customize software to clients’ unique requirements. Work with team members to ensure delivery of project. Must have a Bachelor’s Degree (or foreign equivalent) in Computer Science, Engineering (any), or related field, plus one year of IT experience. The one year of IT experience must include one year of experience using TestComplete, Selenium, JAMA, and JIRA. In lieu of a Bachelor’s Degree (or foreign equivalent), we will accept a Bachelor’s Degree (or foreign equivalent) earned through any suitable combination of education, training, and/or experience, as determined by a professional evaluation service. All experience may be acquired concurrently. Travel and relocation required. Resumes to L&T Technology Services Limited, 2035 Lincoln Highway, Edison Square West, Ste. 3002, Edison, NJ 08817; Ref: LT103; EOE.",217227346,"Edison, NJ",L&T Technology Services Limited,,,,,,,SE
Software Engineer,"Atterro Workforce Solutions offers this exciting contract opportunity at a global leader in electronics, mobile devices and appliances located in Bellevue, WA. 

Summary: 
The main function of a Software Engineer is to apply the principles of computer science and mathematical analysis to the design, development, testing, and evaluation of the software and systems that make computers work. A typical software engineer researches, designs, develops and tests operating systems-level software, compilers, and network distribution software for medical, industrial, military, communications, aerospace, business, scientific and general computing applications. 

Job Responsibilities:
-Modify existing databases and database management systems.
-Write and code logical and physical database descriptions and specify identifiers of database to management system or direct others in coding descriptions.
-Work as part of a project team to coordinate database development and determine project scope and limitations.
-Review project requests describing database user needs to estimate time and cost required to accomplish project. 

Skills:
-Verbal and written communication skills, problem solving skills, customer service and -interpersonal skills.
-Basic ability to work independently and manage one’s time.
-Basic knowledge of the full software development lifecycle: from business/systems analysis, through requirements gathering and functional specification authoring, to development, testing and delivery.
-Basic ability to troubleshoot issues and make system changes as needed to resolve issue.
-Basic knowledge of computer hardware and software.
-Knowledge of computer development software as it relates to systems, such as SQL, VisualBasic, etc. 

Education/Experience:
-Bachelor's degree in computer science, software engineering or relevant field required.
-0-2 years experience required.
 Atterro talent working with this client receive competitive compensation and a great benefits package including medical, dental, vision, 401K and Paid Time Off plus more!  
 
About Pro Staff
Pro Staff makes all employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, ancestry, medical condition, age, marital status, national origin, citizen status, political affiliation, union membership, genetic information, physical or mental disability, veteran status, denial of medical or family leave, pregnancy or pregnancy disability leave or any other protected group status as defined by federal, state or local law. We will provide reasonable accommodations throughout the application or interviewing process. If you require a reasonable accommodation, contact us. Pro Staff is an E-verify employer.",216973993,"Bellevue, WA 98007",Atterro,"Founded in 1982, the Atterro Human Capital Group offers Specialty Staffing and Contingent Workforce Solutions.

At Atterro, we are dedicated to delivering the highest quality service focused on improving the productivity and profitability of our customers. We are equally committed to being a great place for talented people to work.","US, Minneapolis, Minnesota",100 to 499 employees,1982.0,Staffing/Employment Agencies,http://atterro.com,SE
Senior Software Engineer,"Senior Software Engineer
Company: NYPIT, INC.
Location: Fremont, CA
Position Type: Full Time
Experience: Unspecified
Education: Unspecified
Build core technologies and code using machine learning technologies, incl. big data and computer vision. Send resume to NYPIT, INC.; 48834 Kato Road, Suite 105A, Fremont, CA 94538",216971642,"Fremont, CA 94538","NYPIT, INC.",,,,,,,SE
Software Engineer & Senior Software Engineer,"Accela Incorporated(Draper, UT); Seeks Software Engineer and Senior Software Engineer in Draper, Utah. Please send ad and resume to Accela Incorprated, 2633 Camino Ramon, Suite 500, San Ramon, California 94583.",217003138,"Draper, UT 84020",Accela Incorprated,,,,,,,SE
Wireless Software Engineer,"Become part of the Team, GlobalEdge has the smartest engineers transforming businesses in the semiconductors, automotive, industrial automation, telecommunications, and consumer electronics domains.

We are hiring for LTE Software Engineer to support our engineering team in Sunnyvale, CA.


Title: LTE Software Engineer (3 Positions)
Location: Bay Area, CA
Type: Full time and Contract


Required Skills/Experience:
-          Modem Log analysis with Good programming skill in C, C++ is mandatory
-          Porting and device bring-up experience is an added advantage
-          Working experience on device memory management, inter process communication is must
-          Good hands on experience in development & maintenance in 3GPP protocol/RF/baseband/multimedia is preferred
-          Good knowledge and working experience on LTE protocol stack NAS layer L3, RRC Messaging, IMS
  If you have the required qualifications and interested to know more about this exciting opportunity, please apply!
 Thanks.",217002733,"Sunnyvale, CA 94085",Global Edge Software Inc,,,,,,,SE
Senior Software Engineer,"Our client is seeking a highly motivated Senior Software Engineer to lead a team of engineers developing dynamic web apps with a variety of modern frameworks. This Senior Software Engineer position is a full-time, permanent position.
Responsibilities Include:
Managing workflow throughout the application development process.
Performing design, technical analysis, implementation, and testing activities throughout the development process.
Effectively dealing with troubleshooting and consumer technical issues to ensure the quality functioning of the applications.
Assist in the improvement of team standards and best practices while instilling the team culture through mentoring and personal example.
Active participation in the operation and release of applications and infrastructure.
Qualifications:
Bachelor’s Degree in Computer Science or an equivalent degree is required. Master’s Degree is preferred.
5+ years of .NET web application development experience is required.
3+ years of SQL experience with complex store procedures, as well as experience with microservices and web services are required.
Experience working in a fast-paced team environment and the ability to work independently is required.
Software Engineer Certification is a plus.


Walrath Recruiting, Inc. specializes in executive search, direct-hire, and long-term and short-term contract placement services in the Accounting/Finance, Engineering, Construction, Manufacturing, IT/Technology, Medical, Legal, industries. With locations in Albany and Saratoga, Walrath Recruiting serves a number of organizations in NY State’s Capital Region and often extends its services throughout the United States.",217005415,"Albany, NY 12205","Walrath Recruiting, Inc.","Walrath Recruiting, Inc. is a NYS certified Woman-Owned Business Enterprise, that provides recruiting services to NY’s Capital Region and beyond. The main office location is in Albany, with a satellite location in Saratoga Springs. Although we have a strong local presence in the Capital Region, we frequently work with both clients and job applicants nationwide. We specialize in, but are not limited to, the Accounting, Finance, Human Resources, Sales, Legal, IT and Medical industries, and staff all types of positions including direct hire, long-term contract, and contract to hire openings. We also offer executive search services, providing the highest quality candidates for the highest level positions.","US, Albany, New York",1 to 9 employees,2010.0,Staffing/Employment Agencies,http://walrathrecruiting.com/,SE
20-00588- Developer / Software Engineer - Application System Analyst,"Role: Developer / Software Engineer - Application System Analyst
Job Type: Contract to hire
Work Location:  Seattle, WA     
Must have:
3+ years of total experience
Manage Azure DevOps for the entire Org.
Setting up CI/CD pipelines in Azure DevOps
Azure API Management
SAP Business Objects Administration
Automation scripts and ARM templates for deploying Azure resources.
Manage IIS based shared Web Farm
Cloud App Engineering activities
Excellent communications skills
Requirements elicitation
Nice to Have:
.NET (Knowledge would be plus though no full-on development work)
Outsystems (Low Code Platform) administration.
Cloud Maturity
App Modernization
Research and learn new emerging technologies
Technical Skills:
Azure, SAP Business Objects, Outsystems, API Management, C# .NET, DevOps, Cloud Concepts, Agile Principles, REST APIs, SQL Server, PowerShell,IIS",216945639,"Seattle, WA",Sky Solutions LLC,,,,,,,SE
Software Engineer - Aerospace and Defense,"Ingenium Technologies - Torrance, CA
  Additional Job Postings: http://www.ingeniumtech.com/tech_staffing/
 A Software Engineer is needed to develop flight software for actuation systems on commercial and military vehicles. 
 Responsibilities will include but not be limited to:
Manage a team of developers developing software for flight actuation systems in accordance with DO-178C guidelines
Technical management to include; requirements, design, code, verification, etc.
Work with individual developers and reporting team status to management.
Interface with the customer for technical, cost and schedule coordination
Report metrics on a regular basis to management and customers.
Prepare and present the technical content and status of the program at customer reviews
 Required Software: LabView, C++, Matlab, Simulink
 Required Experience:
15 or more years of experience leading a team in the development of commercial and/or military flight software
Experience with Matlab and Simulink
Experience with dSpace (ControlDesk and Automation Desk) and/or Labview ecosystems
Experience with DOORS
Good technical writing skills
Strong experience with DO-178C process


Required Education: Bachelor’s Degree in Engineering or related field required. 
 Position: Direct Hire
 Travel: 20% domestic and international required
 Compensation: Highly Competitive with Benefits
 Location: Torrance, CA 
 Employment Criteria: This position includes access or potential access to ITAR technical data. Therefore, candidates will need to qualify as a US Person which is defined as a US Citizen, a Permanent Resident who does not work for a foreign company/foreign government/foreign governmental agency or organization, or a political asylee in compliance with International Traffic in Arms Regulations.",215957098,"Torrance, CA 90501",Ingenium Technologies,"Ingenium Technologies Corporation (Ingenium) is a leading engineering services organization, providing outsourcing, consulting and staffing solutions. Ingenium provides a full range of component and system level Design, Analysis, Development, Integration, Operations, Software and Technical Writing expertise.
We're committed to providing world-class engineering expertise and technical resources to a diverse global customer base. Ingenium provides engineering services to specific tasks and challenges as well as turnkey solutions for complex programs.
We partner with emerging, mid-sized and large organizations in the aerospace, computer technology, defense, energy, industrial, medical, telecom and transportation industries. Our engineering and operations teams provide on-site, outsourcing and consulting expertise, ranging from a dedicated engineering resource to an entire team.
Ingenium is focused on providing significant value to our customers and partners through the consistent implementation of high quality, cost-effective solutions.","US, Rockford, Illinois",20 to 49 employees,2000.0,Aerospace and Defense,http://www.ingeniumtech.com,SE
Lead Software Engineer,"Datum Software has a W2 Only Contract Position open for a Lead Software Engineer in Philadelphia, PA.
Reporting to the Manager, Software Engineering we now require a talented, ‘hands-on’ Lead Software Engineer to work as part of the client's Technology team enabling engaging and personalized product to be created. In this role, you will lead a growing development squad of 3-5 engineers in this innovative learning environment. We expect the successful candidate to spend 50% of their time close to the technology, coding and developing software with the remaining time collaborating with product and platform shared services teams ensuring development remains aligned to goals.
This is a high-profile project and the successful applicant’s contribution will ultimately be transformative to the business. This project would require the lead engineer to be responsible for meeting the delivery of various product features/enhancements. Lastly the successful person should understand the needs of automation in the SDLC process.
Technical Skills and Experience required:
Recent career history operating as a Senior Software Engineer or similar to show evidence of leadership/mentoring others and at least 50% hands on developing web applications.
Minimum 7+ years Software Engineering experience
Experience with Front-end OOP/MVC/MVVM frameworks using React, AngularJS, or Angular preferred.
Experience with Java/RESTful API backend development, Spring Boot, Spring Hibernate in a containerized microservices architecture preferred.
Strong hands-on experience with Agile methodologies.
Experience of successful project/product completion and delivery.
Demonstrable experience of production products, SDLC, REST (and other API) development architecture.
Ability to partner and lead internal technology resources in solving complex business needs.
Strong skills in setting, communicating, implementing, and achieving business objectives and goals through the direct management of others.
Strong organization/project planning, time management, and change management skills across multiple functional groups and departments, and strong delegation skills involving prioritizing and reprioritizing projects and managing projects of various size and complexity.
BS Engineering/Computer Science or equivalent experience required.",216892281,"Philadelphia, PA 19103",Datum Software,,,,,,,SE
SOFTWARE ENGINEER,"SOFTWARE ENGINEER
Company: JP Morgan Chase & Co.
Location: San Francisco, CA
Position Type: NA
Experience: See website for details
Education: See website for details
Design, perform analytics, develop, test & program apps. to fulfill business & functional requirements. For reqs & to apply, visit http://careers.jpmorgan.com & apply to job #:200024510. EOE, AAE, M/F/D/V. JPMorgan Chase & Co. All rights reserved. www.jpmorganchase.com",216852068,"San Francisco, CA 94107",JP Morgan Chase & Co.,,,,,,,SE
SOFTWARE ENGINEER,"SOFTWARE ENGINEER
Company: Databricks, Inc.
Location: San Francisco, CA
Position Type: NA
Experience: See below
Education: See below
Duties incl. architect, develop & deploy operating distributed infrastructure systems. Must have Mstr's deg in software or computer engineering reltd field and at least 12 mos exp in software development. Send resume to Andra Herman, Sr. Mgr Global Mobility, Databricks, Inc., 160 Spear St, Flr 13, San Francisco, CA 94105. Write ""Recr. 2020"" on bottom right corner of envelope. No phone calls or emails accepted.",216817962,"San Francisco, CA 94105","Databricks, Inc.",,,,,,,SE
Sr. Software Engineer,"ENGINEERING
Sr. Software Engineer Job Site: San Jose, CA. Send resume to: BCL Technologies. 3031 Tisch Way, #1000, San Jose, CA 95128",216868455,"San Jose, CA 95128","BCL Technologies, Inc",,,,,,,SE
Software Engineer,"Software Engineer
Newark, DE
Participate in project planning sessions, & analyze bus reqs with project managers, business analysts & team members to outline a proposed IT solution. For reqs & to apply, visit http://careers.jpmorgan.com
& apply to job #: 200025079. EOE, AAE, M/F/D/V. JPMorgan Chase & Co. All rights reserved.
www.jpmorgan.com

Source: Philadelphia Inquirer and Daily News Reference Code: 0003420781-01",216860452,"Newark, DE",JPMorgan Chase & Co.,,,,,,,SE
Software Engineer (multiple positions).,"ENGINEERING
Lyft, Inc. has the following openings in Palo Alto, CA: Software Engineer (multiple positions). Resumes can be sent to Attn: Brian (Job Code#SWE), Lyft, Inc, 185 Berry Street, Ste 5000, San Francisco, CA 94107",216868446,"Palo Alto, CA 94306","Lyft, Inc.",,,,,,,SE
Senior Software Engineer,"We are an internet-based apparel printing company. We have a host of web-based tools that we use, both proprietary and paid. 

Our company is in need of a reliable developer to run our team and work to bring everything together into one cohesive management system. From order management, inventory, printing tools, design software, marketing and competitive analysis tools, etc.. 

This is pretty open-ended in terms of the best way to build. Languages used now are all standard plus a little Django and an important piece we have built on Python. 

Immediate duties will be to develop a new order management system working closely with company owners to increase efficiency to our printing line and help avoid bottlenecks and missed orders. 

Our main area of focus ongoing will be to build out a web-based manufacturing partnership platform to allow other design shops to link up with us. We perform drop-ship printing similar to companies like printful.com and realthread.com. 

We'd like to be able to build a rougher, simpler version of the platforms like those mentioned above. Open to anyone who can manage and accomplish a task of this magnitude. 

This job will likely parlay into a CTO position for our rapidly growing company. We plan on doing over $2m in revenue this year and doubling next year. 

Qualified, driven candidates apply. There is a ton of growth potential here and we need someone who's interested in working hard to meet aggressive deadlines in order to take advantage of our unique position in the industry. 

We have a small team at the moment and work in a really laid-back, casual office/warehouse in Ballston Spa. This is an on-site position with at-home work a possibility at some point in the future. 

Available for immediate hire. Please send a resume and tell us about yourself. Look forward to chatting!",216454296,"BALLSTON SPA, NY 12020",Dreams are Free LLC,,,,,,,SE
Advisory Software Engineer,"TECHNOLOGY
Advisory Softw Engr, IBM Corporation, San Jose, CA: Work directly w/clients to provide ongoing technl guidance & insights & consultancy on Machine Learning solutions. Processes knowledges of mrktplace, competitors & standard to recommend solutions for product enhancements to address future customer req'mts. Identify very complex problems & impact to functional objectives to design & implement Machine Learning solutions & dvlp new sys's elements & procedures. Lead prof'l work teams to implement & deliver Machine Learning products & sys's that could scale over distributed sys's. Dvlp & deploy lrg scale deep learning sys's w/TensorFlow & Keras. Mgmt of Hadoop clusters w/all incl srvcs & maintenance of sys's at op. Dvlp & maintain cloud-based sys's w/Open-Stack & Kubernetes for IBM's hybrid cloud solutions. Req'd: Master of Science or equiv in CS or rel (employer will accept Bachelor's + 5 yrs progressive exp in lieu of Masters) & 1 yr exp as Softw Eng'r. 1 yr exp must incl utilizing Machine learning, Deep learning, docker, stat network, graph & spark. Send resumes to IBM, box #S48, 220 W. 42nd St, 12th Fl, NY, NY 10036",216868451,"San Jose , CA 95141",IBM,"IBM is the largest technology and consulting employer in the world, serving clients in 175 countries. In this new era of Cognitive Business, IBM is helping to reshape industries by bringing together our expertise in Cloud, Analytics, Mobile, Security and Social. We are changing how we create. How we collaborate. How we analyze. How we engage. IBM is a leader in this global transformation so there is no better place to launch or further your career.
Transforming healthcare, improving the retail shopping experience, rerouting traffic and even designing the next generation fan experience in sports stadiums around the world – this is what IBMers do.
IBMers have a world of opportunity. At some point, most employees find themselves in a role they never would have imagined for themselves because there are so many unique positions available. IBM isn't hiring you for one job, but is investing in you because you can wear many hats and aspire to do great things in multiple areas.
Join us and be part of a diverse and global team of thinkers and doers.","US, Armonk, New York","10,000 employees or more",1911.0,Computer/IT Services,http://www-03.ibm.com/employment/us/,SE
Senior Software Engineer,"Senior Software Engineer
Company: Vimo Inc. dba GetInsured
Location: Mountain View, CA
Position Type: Full Time
Experience: Unspecified
Education: Unspecified
Resume to: 1305 Terra Bella Avenue Mountain View, CA 94043",216814235,"Mountain View, CA 94043",Vimo Inc. dba GetInsured,,,,,,,SE
Software Engineer,"Job Purpose:
Develop computer software in support of A.I. research projects.

Duties:
* Develop software in support of A.I. research projects.
* Develops regression tests for the research software.
* Develops documentation for the research software. 
* Support research projects by supporting the software infrastructure.
* Documents and demonstrates solutions by developing documentation, flowcharts, layouts, 

Skills/Qualifications:
Analyzing Information, General Programming Skills, Software Design, Software Debugging, Software Documentation, Software Testing, Problem Solving, Teamwork, Software Development Fundamentals, Software Development Process, Software Requirements

MUST BE A US CITIZEN or GREEN CARD HOLDER - NO EXCEPTIONS",216816089,"LEXINGTON, MA 02421",DOLL Inc.,,,,,,,SE
Java Software Engineer,"Looking for a hands-on Java developer who has expertise in programming daily and working with Multithreaded applications.  Need excellent hands on Java developers, excellent coders – data structures, algorithms.
Responsibilities:
Exp : 7+yrs
Strong software development experience in software development with expertise in Java 6 and above and knowledge of latest Java (8/9) features
Experience with Multi-threading, Collections
Hands on experience in developing Restful API.
Experience in AWS will be an added advantage.
Strong Experience with web services (e.g. SOAP, REST) Strong understanding of algorithms, data structure, and performance optimization techniques
Deep understanding of Design Patterns Ability to solve complex analytical problem Developing and implementing strong algorithms/techniques for solving problems in a high-volume, high-availability environment
Good understanding of NOSQL and/or MYSQL databases Experience with development, build and deployment tooling (e.g. Maven, Git, Eclipse and/or IntelliJ IDE, Jenkins)
Experience with continuous integration practices, TDD, and automated testing (e.g. Junit, Cucumber)
Strong understanding of SDLC, Agile.
Primary Skills (Must have Skills)
Core Java (6/7/8)
Spring framework
Multi-threaded programming
REST
MySQL/ NoSQL
Secondary Skills (Good to have)
Experience in Financial Services or Fintech
Microservices
AWS
NOTE: Candidate should be willing to work on our w2 with no visa sponsorship now or in future. Send resume, work authorization status and desired compensation range to priya.sequeira@itcinfotech.com",216817512,"Salt Lake City, UT",ITC Infotech (USA) Inc,"ITC Infotech is a Global IT Consulting Organization with $200 mil+ in revenues, 8000+ resources’ footprint across Americas, Europe, South Africa, Asia Pacific and India.
Presence in the US from the past 17 years, with resources working in over 24 states. Our US innovation labs are in San Jose, CA and we also have offices in NJ, MI, AR
We have plenty of successful use cases across diversified verticals including: Banking & Financial Services, Healthcare, Mfg, CPG-Retail, Hi-Tech...
Our technology footprint encompasses: IoT, ML, AI, AR, RPA, Blockchain, Big Data, Product Engineering (we own a technology agnostic DevOps product), App Dev, Infra, PTC - PLM, ERP, BI, DW, Data Science…
We are backed by a parent company with over $50 billion market cap and over 26,000 employees world-wide.",US,"5,000 to 9,999 employees",,Computer/IT Services,http://www.itcinfotech.com,SE
Junior Software Engineer,"Pittsburgh based technology firm seeking a highly motivated individual to work as a Junior Software Engineer. This exciting position will assist the development team in all aspects of software design and coding. Their primary role is to learn the codebase, attend design meetings, write basic code, fix bugs, and assist the Development Manager in all design-related tasks. As a Microsoft Partner, all development will be completed using Microsoft and Azure technology. The successful applicant’s day to day tasks will include requirement gathering, programming, testing, performing routine system maintenance procedures, troubleshooting, deploying Microsoft technology, and interfacing with end users. The applicant will be expected to have the following Skills:

1-2 Years of experience with front-end JavaScript, HTML, CSS
1-2 Years of experience with SSRS
Awareness of both Microsoft and non-Microsoft development stacks and how they compare
The successful candidate should have a bachelor’s degree in computer science or equivalent along with 1-2 years of experience with .NET using C# and/or MS-SQL programming.

Please visit https://opalbiz.com/careers/  or contact careers@opalbiz.com to learn more. ",215950257,"McMurray, PA 15317",Opal Business Solutions,,,,,,,SE
Java developer with AWS,"Title                       : Java developer with AWS
Location               : Dallas, TX
Duration              : 12 months Contract                                                            
                               Required Skills: 
Experience with Cloud development and deployment best practices on AWS (ECS, EC2, ECR, Lambda, VPC, S3, and IoT).
Strong technical knowledge of Java, Javascript, Node.js, Angular, Bootstrap, python and related technologies
Experience with Linux, HTTP, REST, JSON and IP technologies
Experience with data driven applications and the technologies to manage big data
Experience with development in an agile workflow utilizing TDD/BDD best practices in a continuous integration environment
Able to work within a Git/Gitflow-based multi-branched software environment.
Proficient computer skills, experience with the Atlassian Development Suite (Confluence, Jira, BitBucket), Microsoft Office Suite (Visio, Word, PowerPoint, Outlook, and Excel)
 Education :
Bachelor’s degree or master’s degree in computer science, Computer Engineering, Information Technology or relevant field.
  Skill Set :
Skill
Years of Experience
Java 7/8
  JavaScript/Node.JS
  Python
  JSON
  REST API
  NoSQL
  JUnit, Mockito, Cucumber
  Cloud/AWS
  CI/CD
  Lambda
  GIT/GitFlow
  Maven/Glade
  MicroServices
  Spring Framework
  Appium
  Selenium
  BDD
   Thanks & Regards,
Andy Novel
Desk: 802-448-8032 Ext 189 | Fax: 732-909-2587
Email: andy.novel@iTechUS.net
iTech US, Inc. | Texas/Vermont/NJ |www.itechus.net",216767989,"Dallas, TX 75201",Shared Labs,"iTech Simplifies IT by offering end-to-end solutions for all of your IT challenges. We provide IT consulting, IT staffing, custom software services, data warehouse and mobile resources to some of the largest and most well-known corporations in North America. Our focus and priority is our talent and our process! We hire the best and optimize that with processes to deliver cost-effective solutions. We realize that managing the IT projects can be challenging. Demands around technology management, software development, internal staffing etc., add to the burden of IT executives whose resources are not always scalable to these demands. Using Agile methodologies, industry certified technologists and our unique approach, we deliver cost-effective solutions to your IT challenges. Having a one stop IT resource at your fingertips eliminates the need to find and manage multiple parties for multiple initiatives. This saves you time, money and allows you to focus on your core business!",,"1,000 to 1,499 employees",,Other/Not Classified,,SE
Software Engineer,"Software Engineer (10 positions), Google LLC. Mountain View, CA: Design, dev, mod, and/or test sw needed for various Google projects. MS (or foreign equiv) in Comp Sci, Engg, Comp Info Syst, Math, Phys, or a related field and completion of a university-level course, research proj, internship, thesis, or 1 yr exp in: C++, Java, Javascript, Objective-C, or Python; distributed systems or algorithms; Linux or Unix; and machine learning. Any suitable combination of education, training, or experience is acceptable. Salary: $140,000 - $210,000/yr. Sched: M-F, 9am-6pm. Send resumes to: Recruitment and Employment Office, Google LLC, Attn: Job Ref# GOO84463, P.O. Box 56625, Atlanta, GA 30343",216750853,"Mountain View, CA",Google LLC,,,,,,,SE
Systems Software Engineer,"CMC Tech, Inc. seeks a Systems Software Engineer. Job duties include design and develop web applications applying Scrum/Agile methodology and using C#, .Net Framework, LINQ, HTML, ASP.NET, MVC, JavaScript technology. Must have masters degree in CS, MIS or related, plus 1 year in-job experience. Please mail resumes to jobsite at CMC Tech, Inc., Attn: Chiu Chi, President, 10910 Stancliff Rd., Houston, TX 77099",216729004,"Houston, TX","CMC Tech, Inc.",,,,,,,SE
Principal Software Engineer,"Principal Software Engineer professional needed at Wal-Mart in San Bruno, CA. Master’s or equiv in IT, CS, or rel. field & 3 years exp in enterprise data/big data eng’g & analytics, or rel. field; OR Bachelor’s or equiv in IT, CS, or rel. field & 6 years exp in enterprise data/big data eng’g & analytics, or rel. field. Walmart will accept any amount of exp w/ req’d skills. For specific job duties, edu, skills req’mnts, & to apply visit
https://careers.walmart.com/  Select “Search Jobs” & type the following job #: 1409784BR. EOE, AAE.",216674231,"San Bruno, CA",Wal-Mart,,,,,,,SE
Software Engineer,"Software Engineer
JPMorgan Chase & Co.
Lewisville, TX
Participate in installing,
configuring, and evaluating
new commercial off-the-shelf
multi-factor authentication (""MFA"") products including mobile and biometrics.
For
reqs. & to apply, visit
http://careers.jpmorgan.com
& apply to job #: 200022057. EOE, AAE, M/F/D/V. JPMorgan Chase & Co. All rights reserved. www.jpmorganchase.com


The Dallas Morning News  -  03/15/2020",216709916,"Lewisville, TX 75067",JPMorgan Chase and Co.,,,,,,,SE
Software Engineer,"IT/SOFTWARE
RetailNext, SW Engineer, San Jose. Maint/add features to OLAP DM ENG.Perform security UPDs & tune appliance OS. Setup cloud infra & T/S issues. I/F w/ & collect data from (cameras, WL sensors & security sys). Write code to I/F w/ NoSQL DB (Cassandra). Manage Elasticsearch cluster & write schema & code to I/F. Build APIs to feed customer sys. Bach's or equiv. in CS, CIS or rel. & 7 yrs as SW Dev. Team Lead. Or, Master's or equiv & 5 yrs exp. Also at least 5 yrs dev in Java; dev SW on Linux; & at least 3 yrs w/ NoSQL DB dev work w/ event processing tools like Kafka; & w/ Ruby & Golang. resume to
Andrew.golden@retailnext.net",216709692,"San Jose , CA 95134","RetailNext, Inc.",,,,,,,SE
Senior Software Engineer,"Senior Software Engineer
Company: Bay Area Wedding Affairs
Location: Livermore, CA
Position Type: Full Time
Experience: See below
Education: See below
Resp for arch+dsgn+devp of SW apps. Req. Mstr's or equiv + 1 yr exp + spec skills. Visit https://www.bayareaweddingfairs.com or send resume to careers@bayareaweddingfairs.com Principals only. EOE.",216674225,"Livermore, CA 94550",Bay Area Wedding Affairs,,,,,,,SE
Software Engineer,"Software Engineers Newport News, Virginia area
 Aspex is currently seeking talented, career-oriented IT professionals to support a Major DoD system modernization effort in the Newport News, Virginia area.  We’re looking forself-driven, highly talented software engineers who can make an immediate impact on this long-term modernization effort. 
 Essential Job Functions:
Software Development
Java, Advanced UI Development, (Angular, Vue.js), databases
 Qualifications (required)
Bachelors or Master’s degree in Computer Science, Software Engineering or related discipline.
US citizen with Secret clearance
 About Aspex:
Aspex is an employee owned IT Company founded in 1996.
 We invest in our employees by offering highly competitive salaries, an excellent benefits package including health and dental insurance, 401(k) (vested from day one) with a 10% company contribution, 15 days’ vacation, stock ownership with dividends, a generous annual professional improvement study reimbursement and opportunities for professional growth.",216306021,"Newport News, VA 23602","Aspex, Inc.",,,,,,,SE
Fullstack Java Developer with strong Angular,"Role: Sr Front End Developer / Full Stack Java Developer
Location: Eden Prairie, MN - Initially Remote, then the candidate will relocate have to work from Onsite in Eden Prairie, MN
Duration: 12+ Months
Interview: WebEx Video
Start: ASAP
Mandatory Skills
Bachelor's degree
7+ years of experience with Java development
5+ years of experience with web application development
3+ years of database experience
Web Framework experience with Spring MVC
3+ Web UI experience with AngularJS, Angular 2.0+, CSS, AJAX, JavaScript, Bootstrap, 
3 + years of Web Services or API Development experience""
Desired Skills:
AEM
Job Description:
Develop pioneering approaches to emerging industry trends
Work as a part of the development team to achieve key business objectives
Work on large, complex projects to achieve key business objectives
Collaborate with the team on application architecture design and decision-making
Develop innovative solutions to meet the needs of the business
Provide alternate design solutions along with project estimates
Design and implement application enhancements in collaboration with different teams
Troubleshoot production support issues post release deployment and come up with solutions
Solve complex production issues
Predict emerging customer needs and develops innovative solutions to meet them
Solve unique and complex problems with broad impact on the business
Participate in the development of business strategy
Translate highly complex concepts in ways that can be understood by a variety of audiences
Influence senior leadership to adopt new ideas, products, and/or approaches
Develops innovative approaches
Sought out as expert""",217280867,"Eden Prairie, MN 55344",People Force Consulting,,,,,,,SE
Software Engineer – IP apps,"PROLIM(www.prolim.com) is currently seeking a Software Engineer IP apps for location Plano, TX for one of our top client.
Job Description:
Experience in IVI (In-Vehicle Infotainment) Systems
Develop and in charge of different functions of IVI system, such as navigation guidance, telematics, iOS navigation.
iOS Navigation Function
Be proficient with C++ and experience with
Objective-C
Swift
Experience with Phonegap framework development
Muti-Platform Mobile App Development is feasible.
UIWebView (JS code executes container).
Experience with iOS App change from 32bits to 64 bits requirement from official of Apple.
Experience with iOS frameworks such as Foundation and offline storage.
Experience with iOS App performance and memory tuning with tools such as Instruments.
Experience with telematics function in HU
Experience with performance investigation on Linux platform.
Experience and familiar with base library for IVI system development. Such as IPC function, multithread operation, network connection and Bluetooth service function.
Knowledge of code versioning tools such as Git, SVN.
About PROLIM Corporation
PROLIM is a leading provider of end-to-end IT, PLM and Engineering Services and Solutions for Global 1000 companies. They understand business as much as technology, and help their customers improve their profitability and efficiency by providing high value technology consulting, staffing, and project management outsourcing services.
Their IT and PLM consulting offerings include; Advisory, PLM Software/Services, Program Management, Solution Architecture Training/Staffing, Cloud Solutions, Servers/Networking, Infrastructure, ERP Practices and QA Services. Engineering services include Data Translation, CAD/CAM/CAE, Process & Product Engineering, Prototyping, and Testing/Validation within a wide range of markets and industries.",217280968,"Plano, TX 75093",Prolim Global,,,,,,,SE
