Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp,url
"WorkStride
4.6","Workhuman, Incentive Solutions, BI WORLDWIDE",1999,"New York, NY",Enterprise Software & Network Solutions,"Do you have an interest in working on a SaaS product that is disrupting a $75 billion industry?

Do you enjoy working in a fast-paced, diverse, start-up-like environment?

Do you code in jeans and a t-shirt, and enjoy Nerf battles, company-hosted nights out, and free snacks? If YOU said YES to these look no further… this is the opportunity YOU have been waiting for!

WorkStride develops a mobile-enabled, SaaS platform that allows companies to have a portal where their channel sales partners can share information, access training, and get rewarded for participating in sales promotions, lotteries, and contests. Our first-generation product is being used by 20 of the Fortune 500. Come help us as we rapidly grow our platform and customer base!

As a Senior Software Engineer you will be a creative thought leader with passion for building leading products that will serve our recognition and incentives-based clients. Our offices are located in the iconic Empire State Building, but we will consider remote candidates.

You will work with a smart, talented, passionate team of engineers and be responsible for:

·
Writing high-quality, maintainable, code powering the engine behind the new sales incentives platform

·
Using skill and creativity to create the “right solution” rather than the “easiest one”

·
Assisting with the troubleshooting of production support issues

·
Presenting your code in regularly-held dev practices

What you should have:

·
BA/BS in Computer Science (or related field)

·
3+ years of back-end Java development and the corresponding stack (J2EE, Spring, Hibernate, open source libraries, etc.), preferably in a SaaS model

·
Proven success in building scalable software in a multi-tenanted environment using software engineering best practices (CDN, caching and VM optimization)

·
Strong DB (Microsoft SQL Server) chops that include complex SQL query development and path optimizations

·
Best practices approach with Views, Stored Procs and typed-datasets

·
Strong familiarity with creating and deploying Web Services using RESTful APIs (JSON, XML, etc.)

·
Experience with SSO using SAML and OAuth

·
Comfortable working with HTML, JavaScript, CSS, DHTML, XML, Ajax, JQuery

What is nice-to-have:

·
Ability to understand the business imperatives and translate them to “big picture” architectural concepts

·
Comfortable in a team environment or working independently

·
Has kept up with the latest frameworks and trends in the Java ecosystem

·
Understanding of Agile/SCRUM techniques

·
Excellent oral and written communication skills

·
Proven ability to handle multiple projects at once

WorkStride provides a highly-competitive compensation and benefits package, including 401(k) match, flexible PTO, free access to Udemy, and a casual dress code. WorkStride is an Equal Opportunity Employer.",Senior Software Engineer,"New York, NY",4.6,$50 to $100 million (USD),-1,Information Technology,51 to 200 employees,Company - Private,2020-04-16T18:24:54.744181,http://www.workstride.com/
"Midland Credit Management
3.2",PRA Group,1953,"San Diego, CA",Banks & Credit Unions,"Here at MCM we are powered by a shared belief that exceptional people achieve more together. We are natural, instinctive and inclusive innovators. We achieve the best outcomes through a diversity of ideas, a collaborative spirit and a passion for attaining breakthrough results. Every moment is an opportunity to make a difference: to a consumer, to a colleague, to the wider company. We think whats in it for all?, never whats in it for me?. We aim for the exceptional and aspire to achieve more in every moment. We know that by creating great moments for others, we provide better career opportunities and better lives for ourselves. Be empowered to empower others and join us at MCM!

EngineWe are looking for fullstack/UI developer to build scalable software solutions. Youll be a part of software development team that embraces devOps culture of full cycle development, from conception to deployment.

As a full stack developer, you should be comfortable with developing front end and some of the backend services.

Responsibilities
Work with development teams and product managers to ideate software solutions
Create client-side and server-side designs and architectures
Build the front-end of applications through appealing visual design
Develop and manage well-functioning backend services and applications
Write effective APIs and micro services
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Requirements
Proven experience as a Full Stack Developer or similar role
3 - 5+ years of applicable Engineering experience
Familiarity with common stacks
Demonstrated experience of multiple front-end languages and javascript frameworks including but not limited to HTML/ CSS, JavaScript, XML, React
Knowledge of back-end development in Java
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field
Position Status

Full time

Established in 1953, Midland Credit Management, Inc. (MCM), a wholly-owned subsidiary of Encore Capital Group, Inc., is a specialty finance company providing debt recovery solutions for consumers across a broad range of assets. We are the market leader in portfolio purchasing and recovery in the United States, and we lead the industry with consumer-centric practices that drive results. We have operations in India, Costa Rica, and 35 US Sites.",Senior Software Engineer,"San Diego, CA",3.2,$1 to $2 billion (USD),-1,Finance,5001 to 10000 employees,Subsidiary or Business Segment,2020-04-16T18:24:54.744181,http://www.joinmcm.com/
Decisive Intel,-1,2014,"Huntsville, AL",IT Services,"Job title: C++ Software Developer - SECRET Required
Job type: Permanent
Emp type: Full-time
Salary type:
Annual
Salary:
Negotiable
Location: Patuxent River, MD.
Job published: 01/10/2020
Job ID: 32167
Contact name: Bo Ryals
Phone number: 256.217.4711

Job Description


Decisive Intelligence, Inc. is seeking a C++ Software Developer to join a growing team in support of the Naval Air Station in Patuxent River, MD.
Responsibilities:

Software integration of two programs
Assist in upgrading NGTS to incorporate the capabilities of the USAF’s Expert Common Immersive Theater Environment (XCITE)used by the Air National Guard
Assist in upgrading the NTGS M&S environment generator
Analyze, catalog, evaluate and document all functional capabilities, and user interfaces
Assist NAVAIR with revising NGTS to add the functions and capabilities of XCITE without degrading the existing functions/capabilities found in NGTS
Provide sufficient information, documentation and assistance to help the NGTS team deliver a revised NGTS version that meets the requirements of the Air National Guard
Minimal travel

Qualifications:

Recent C++ software programming experience
Minimum of two years’ experience as a C++ coder
Windows and Visual Studios 2015 working knowledge
Bachelor’s Degree
Clearance Requirement: US Citizen with existing Department of Defense security clearance and the ability to maintain that clearance
#GDHP",C++ Software Developer - SECRET Required,"Patuxent River, MD",-1.0,Less than $1 million (USD),-1,Information Technology,1 to 50 employees,Company - Private,2020-04-16T18:24:54.744181,http://www.decisiveintel.com/
"Cross Country Home Services
3.3","American Home Shield, HomeServe USA",1978,"Boca Raton, FL",Insurance Carriers,"Overview:

The Senior Java Developer will be part of a high performance team of professionals responsible for delivering Java and AWS web applications to our internal and external customers. Qualified candidates will enjoy working in a fast paced team environment that is passionate about their work and contributing to our exciting digital transformation and growth agenda for the entire organization.

Responsibilities:
Work as part of the technical team that designs, develops, implements, and maintains scalable web and mobile applications
Work closely with graphic designers and other development teams to ensure successful implementation and integration of dashboards and interactive web applications
Converts specifications and requirements into functional application code and works with front-end designers to create functional web pages and applications
Coordinate analytical business functions, discovering business rules and ensuring that they are handled appropriately by the business applications
Understand and adhere to industry best practices for delivering high quality code Is an active participant in an Agile/SCRUM environment
Interact with the business and user community to gather and validate business requirements and business rules
Work according to defined scope and time lines and track work in progress
Break down projects into tasks with time estimation
Proactively identify and communicate issues
Work in a team environment with other developers, architects, designers, product managers, business analysts
Demonstrated focus on quality (unit testing, system testing, user acceptance testing)
Experience:
Minimum 5-7 years experience using Java/J2EE and object-oriented design principles and design patterns
Experience with frameworks like Spring, Javascript, Mybatis/iBatis
Experience with AWS technologies including Serverless and Lambda
Experience building and maintaining scalable web applications in AWS
Demonstrated proficiency with developing web services and API’s including Microservices
Experience with front-end technologies like Angular, HTML, CSS, JQuery, Ajax
Experience working with relational databases, including Oracle, SQL Server, and MySQL
Experience with Eclipse, Netbeans, or equivalent IDEs Unit testing tools JUnit or equivalent
Experience working with and implementing third party e-commerce services including, but not limited to: Credit card processing, Customer product reviews, Site analytics (Google Analytics), SEO/SEM, and and on-site searches (Google)
Experience with Oracle E-Business Suite a plus
Experience with mobile applications and SDKs (jQuery mobile, Sencha, iPhone/Xcode, Android) a plus
Knowledge of CI/CD and DevOps practices is plus
Education Bachelor's degree in computer science preferred.",Senior Software Engineer,"Boca Raton, FL",3.3,$100 to $500 million (USD),-1,Insurance,501 to 1000 employees,Company - Private,2020-04-16T18:24:54.744181,http://www.cinchhomeservices.com/
"Assurant
3.4","Asurion, SquareTrade, National General Insurance",1978,"New York, NY",Insurance Carriers,"Assurant Labs is looking for a thoughtful, adaptive individual with a growth mindset to join our growing team as a Software Engineer. In this role, you will work closely with a small product team to create web and mobile client applications to serve customers with an engaging, dynamic user experience. We have seen people thrive in this role from a variety of backgrounds, but we work mostly in Ruby on Rails and React Native. This role is focused more on server development, so Rails experience is a plus, but not a requirement. Responsibilities include solving problems, experimenting, and building features that we measure for value to our users. Candidates must have strong communication skills, the ability to manage multiple tasks efficiently, sound judgment, and the ability to be productive in a fast-paced, team-oriented environment. Responsibilities Build scalable, highly reliable product features Design, implement, and maintain applications used by both mobile and desktop clients Work closely with client developers to architect high-throughput systems Daily contributions to the Pocket Geek Platform by: writing code, unit tests, and integration tests creating and maintaining documentation pertaining to code and engineering processes identifying a problem, troubleshooting, and diagnosing an issue Work in a collaborative environment by: pair and/or mob programming communicating with Engineering Managers to track platform-level work communicating with Product Owners to share implementation status, roadblocks, and bright ideas Work in a cadence of two week sprints with daily stand-ups and bi-weekly retrospectives Conduct design and code reviews Grow subject matter expertise in programming, product, and platform Demonstrate success by maintaining high work standards Requirements Hands-on knowledge of version control systems such as Git Ruby experience, or similar dynamic scripting language experience Rails experience, or similar web framework experience Experience with templating frameworks (e.g., Haml, ERb) Experience with MySQL and relational database design Knowledge of RESTful API design Ability to demonstrate technical know-how through individual contributions, pair programming exercises, and architectural designs Technical leadership skills with the ability to resolve ambiguity in requirements Solid understanding of the full development life cycle A disciplined approach to development, testing, and quality assurance Ability to reason with and adapt to evolving development tasks and priorities Create and maintain rapport with team members Create and maintain professionalism with those inside and outside the office Hopes Experience with GraphQL Experience with TDD/BDD frameworks, such as RSpec and Cucumber Willingness to participate in mentoring and skills transfer among team members A continuous learning mindset that keeps you current on development best practices and trends Excellent communication Desire for a deep technical understanding for the problems at hand Ability to balance trade-offs between speed and quality based on business priorities Experience with React or React Native 86325",Software Engineer,"Westlake, OH",3.4,$5 to $10 billion (USD),-1,Insurance,10000+ employees,Company - Public,2020-04-16T18:21:33.157038,http://www.assurant.com/
"Amazon
3.9","Google, Microsoft, Walmart",1994,"Seattle, WA",Internet,"Want to disrupt an industry by delighting customers? Looking for a job where your work can have direct and massive impact? Excited to join one of the newest and most exciting AWS services? Come be a leader on a team that is building a product that will touch millions of people daily.

Amazon Connect is a highly disruptive cloud-based contact center that enables businesses to deliver engaging, dynamic, and personal customer service experiences. Amazon Connect is the result of the ten years of development that went into building the tools Amazon uses to provide its award winning customer service at massive scale and launching it as a publicly available AWS service. With Amazon Connect, you can create your own cloud-based contact center and be taking calls in minutes. Amazon Connect leverages the power of Artificial Intelligence and the large ecosystem of AWS services such as Amazon Lex, Amazon Polly, AWS Lambda, Amazon S3 and Amazon Kinesis to provide a truly frustration free, easy-to-use, extensible, and natural customer experience. With this technology, we are transforming an industry and the way customers interact with businesses and how agents service them.

We have a rapidly growing customer base and an exciting charter in front of us that includes solving highly complex engineering and algorithmic problems. We are looking for passionate, talented, and experienced Software Engineers to join us to innovate on this new service that addresses customer needs to build modern contact centers in the cloud. The position represents a rare opportunity to be a part of a fast-growing business soon after launch, and help shape the technology and product as we grow. You will be playing a crucial role in developing the next generation contact center, and get the opportunity to design and deliver scaleable, resilient systems while maintaining a constant customer focus.

Industry analysts have said, Amazon Connect is quietly positioned to massively disrupt by enabling companies to focus on customer service, not service centers. and Amazon is totally disrupting the customer contact center space as they have many other market-spaces with customer-centric solutions with open platform integration with assistance from the partner community.

As a software developer on our team, youll own code end-to-end from design to development, and work closely with senior technical leaders within the team and across AWS. Youll have a sound understanding of computer science fundamentals and practical industry experience, working across the stack with technology involving modern web, SOA, NoSQL databases, AI, ML, Big Data and more.

What is in it for you?
· Team culture: You'll be joining a fun team that prides itself on a great work environment with an inclusive group of people that loves working together towards a common goal.
· Impact: Work on a service that will be used, directly and indirectly, by millions of customers and has a meaningful impact to their functions and interactions.
· Gratification: You will know you are directly responsible for solving real customer problems.
· Critical and Fast: This is a strategic new business for AWS, and we are moving fast, really fast.
· Ownership: You will quickly become responsible for key components of the service, and drive what and how to build them.
· Learn & Grow: If want to learn and grow with challenges of a designing and building a large-scale fault tolerant systems this is an opportunity of a life time.
· Innovate: We learn from our customers and invent every day on their behalf.
· Make history: AWS is the leader in a current industry wide revolution, and specifically at Amazon Connect, we are changing the way customers think about contact centers.
· Have fun: Surround yourself with a highly talented pool of engineers that like to solve complex problems, but also work in a fun and autonomous environment.
Learn more about Amazon Connect here:
https://aws.amazon.com/connect/

Media coverage on Amazon Connect:

https://techcrunch.com/2017/03/28/aws-amazon-connect/



Power of Amazon Connect:

https://www.youtube.com/watch?v=9qky_E39-_I




Basic Qualifications

· Bachelors Degree in Computer Science or related field.
·
· 4+ years experience building successful production software systems.
· 2+ years of experience building and maintaining distributed systems
· 2+ years experience in, at least, one modern programming language such as C++, Java and C#.

Preferred Qualifications

· Master's degree in computer science or related technical discipline, or equivalent experience
· Master's degree in computer science or related technical discipline, or equivalent experience
· Experience building complex software systems that have been successfully delivered to customers
· Strong in Computer Science fundamentals such as object-oriented design, data structures, algorithms
· Experience and willingness to own all stages of development process: requirements, design, implementation, testing, and operational support
· Experience with or knowledge of AWS services
· Experience in driving systemic operational improvements
· Experience mentoring junior software engineers to improve their skills, and make them more effective, product software engineers
· Experience influencing software engineers best practices within your team


Amazon is an Equal Opportunity-Affirmative Action Employer Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",Software Development Engineer,"Seattle, WA",3.9,$10+ billion (USD),-1,Information Technology,10000+ employees,Company - Public,2020-04-16T18:21:33.157038,http://www.amazon.jobs/
"Emerge
4.8",-1,2015,"Marina del Rey, CA",Computer Hardware & Software,"REPORTS TO DIRECTOR OF XR ENGINEERING

WHO WE ARE


We believe in a future where distance and time don't stand in the way of feeling present.

Emerge is a cross-reality presence company, building a platform that aims to enable more meaningful, engaging, and diverse interactions in XR that bring us closer to the people we care about. Emerge is creating a future where distance and time don't stand in the way of feeling present with a first product that enables users to interact, share and physically feel XR immersive content with bare hands.

Founded in 2015 at Singularity University's flagship program in Silicon Valley and originally sponsored by Google and NASA, Emerge is backed by M13 (Ring, Snap, Lyft), Vulcan Capital (Paul Allen's fund, Microsoft co-founder), and other top tier investors.

We are proud of our impact focused and diverse team. We are former entrepreneurs and leaders in tech that have brought several products to market in the field of consumer electronics and XR. We have a broad network that includes the World Economic Forum, and MIT Innovator Under 35 and Forbes 30 Under 30 communities. We are also fortunate to work with an inspiring group of advisors including Anousheh Ansari (world's first female private astronaut and CEO at XPRIZE), James Costos (former US Ambassador) and Brenda Freeman (former CMO at Magic Leap and National Geographic).

THE ROLE


We are looking for a Senior Software Engineer to join the Emerge team to design and develop real time AR/MR product software, define and deliver new features for our SDK and prototype advanced user experience concepts. You will also research and develop new techniques and solutions to build the most compelling experiences and experiment with new immersive computing platforms.

You will work closely with the Director of XR Engineering, Head of Software Engineering, and hardware and software engineers to create the consumer platform that will allow for the next level of presence within immersive computing. You must be passionate about disruptive technologies, breaking boundaries, making science fiction real, and willing to be part of the next breakthrough in human communication.

Responsibilities include
Design and develop optimized AR/MR real time, multi-user and cross-platform user experiences
Develop new features for the Emerge's SDK, and support its maintenance
Develop internal and external tools to support the creation of new experiences
Research sensor fusion and other tracking technologies and their integration into Emerge products
Test and experiment with new immersive computing platforms
Support functional and user testing
Develop and maintain design documentation
Regularly collaborate, communicate and test your ideas and solutions within the Emerge team
Support the Emerge's developer community and consumer ecosystem partners to integrate and illustrate SDK functionality, working closely with the Director of Developer Community
WHO YOU ARE

Qualifications
BS in Computer Science, Engineering or related technical field, or equivalent practical experience
5+ years industry experience
Proficiency in Unity and C# programming
Experience building and shipping an SDK
Experience developing AR/MR software products for HMDs (e.g. HoloLens / Magic Leap)
Network programming experience
Familiarity with software build tools, issue tracking, and source control (preferably Git)
Preferred Qualifications
MS in Computer Science or Engineering degree or related technical field
Experience in Python or C++ programming
Deep understanding of 3D math (matrices, vectors, some quaternions) and linear algebra
Experience integrating RealSense, Leap Motion or other hand tracking solutions with HoloLens and/or other XR platforms
Experience writing unit tests in Unity
Vuforia SDK or other computer vision tracking solutions experience
Experience building visual assets, e.g. modeling, rigging, animating
UX/UI design experience
Unreal Engine experience
Logistics
This position will be based at our Marina del Rey office in Los Angeles, CA
Please attach demo reel, GitHub or similar, and/or give us any details about your previous work.

If you don't meet all these requirements, but you think you'd thrive at this role, please let us know!

COMPANY BENEFITS

Stock options and competitive salary based on experience | Health, vision, and dental insurance | Life insurance | Health Savings Account | 401(k) plan | Open PTO policy | Career development and training

**Emerge is an equal opportunity employer. Emerge recruits, employs, trains, compensates and promotes regardless of race, religion, color, national origin, sex, disability, age, veteran status, and other protected status as required by applicable law. We believe, in order to succeed as a company, Emerge must be a place where a diverse mix of talented people want to do their best work. In hiring, we seek out new and unique voices, and uphold a workplace environment of inclusivity. Diversity is more than a commitment at Emerge - it is the foundation of what we do.","Senior Software Engineer, AR/MR Products","Marina del Rey, CA",4.8,Unknown / Non-Applicable,-1,Information Technology,1 to 50 employees,Company - Private,2020-04-16T18:21:33.157038,http://www.emerge.io/
"AVIAN
4.6",-1,2005,"Lexington Park, MD",Aerospace & Defense,"AVIAN is seeking an Aviation System Safety Design Engineer to support an innovative commercial aviation program.

Qualifications:
System safety engineering experience is required
Experience with flight test, commercial type certification, or software/avionics integration is highly desirable
Engineering, math, or physics degree is required; advanced degree is highly desirable
Must be able to collaborate for novel, flexible, and streamlined development and testing solutions for complex and adaptive systems
50% travel (two weeks/month) or relocation to Mountain View, CA is required
Company Overview

Headquartered in Lexington Park, Maryland, we relish in the process of cracking open a Maryland blue crab and the delicious reward you get with a little hard work. Our team spans from sea to shining sea supporting the Department of Defense, specifically, the Naval Air Systems Command, the Naval Sea Systems Command, the Office of Naval Research, and NAVWAR.

We’re seeking people that are passionate and excited about creating well-crafted products and memorable experiences with our customers. We are not in the market of automated transactions; we build lasting relationships.

~ AVIAN is an Equal Opportunity Employer. AVIAN recruits, hires, trains and promotes individuals and administers personnel actions without regard to race, color, religion, age, sex, national origin, status as a qualified individual with a disability or any other category by applicable federal, state or local law. ~

Powered by JazzHR",Aviation System Safety Engineer,"Patuxent River, MD",4.6,$10 to $25 million (USD),-1,Aerospace & Defense,201 to 500 employees,Contract,2020-04-16T18:21:33.157038,http://www.avian.com/
"Spok
3.6",-1,1984,"Springfield, VA",Computer Hardware & Software,"Go behind the scenes in Spok's Eden Prairie, MN office by watching this video: Transforming an Industry. You'll learn about the solutions Spok develops, and why collaborating to build them means so much to our employees. You'll also get a feel for our company culture of collaboration, and the underlying beliefs, values, and people that make Spok a great place to work.

Summary:
The Senior Software Engineer (SSE) is a member of a highly-motivated team. This role will develop, enhance, and sustain innovative solutions to improve the customer experience. The SSE will implement complex software in accordance with project requirements, UX design, and industry best practices. The SSE will also review designs and participate in meaningful collaboration sessions on how to solve customer problems and participate in determining scope for new projects. The SSE will own and components of the architecture and direct the work of other team members.

Essential Duties and Responsibilities include the following. Other duties may be assigned.

Work with Scrum team to develop Spok’s new native software that will be a key component of our product offering.
Provide technical guidance in software design and development activities. May oversee development team and coordinate strategies amongst teams to ensure technologies are interconnected and product lines are working smoothly.
Code, test, debug, document and maintain software applications using established coding standards and methodologies.
Participate in Scrum activities, perform code reviews, contribute to a high performing, growing team.
Own component(s) of the architecture and direct the work of other team members.
Ensure new software meets quality standards through writing unit and automated tests.
Troubleshoot, debug, resolve product issues as they arise.
Assist in designing interfaces to improve the user experience.
Support the application lifecycle (concept, design, test, release and support). Follow established development, documentation, testing and deployment processes.
Gather requirements and suggest solutions; serve as an integrator between business needs and technology solutions.
Collaborate with product development team to plan new features.
Participate in planning and scoping meetings for future projects.
Work cross functionally to resolve complex customer problems.
Responsible for managing and maintaining project and work backlog; able to re-prioritize tasks as the business deems appropriate.
Stay current with new technology trends.
Train, coach and mentor other engineers.

Qualifications:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Education and/or Experience:
Bachelor's degree from four-year college or university and 4 years’ experience or Master’s Degree in Computer Science and 2 year’ experience; or comparable experience and/or training; or equivalent combination of education and experience. BS in Computer Science preferred.

Required Skills and Qualifications:
Strong technical skills in Swift, Java, Appium
Strong Experience developing and testing native iOS apps

Desired Qualifications:
Experience with GIT
Experience with AWS
Experience testing middleware applications
Demonstrated ability to coordinate cross-functional work toward task completion
Excellent communication skills, both verbal and written
Experience working in an Agile development team
Experience working in a Healthcare/clinical environment
Ability to identify, own, and solve problems independently or as part of a team",Senior Mobile Engineer - iOS,"Eden Prairie, MN",3.6,$100 to $500 million (USD),-1,Information Technology,501 to 1000 employees,Company - Public,2020-04-16T18:21:33.157038,http://www.spok.com/
"QOMPLX
3.9",-1,2015,"Reston, VA",Enterprise Software & Network Solutions,"Job Summary
As a Sr. Software Engineer, you will be responsible for designing and developing Services/Daemons/Drivers that enable information gathering and monitoring of system and network events. This work includes the design, development, and Tier 3 support across a variety of platforms and operating systems.
The position is highly technical requiring comprehensive, kernel-level knowledge of operating systems and significant experience with protocol level network programming. Our ideal candidate will have a strong work ethic, fantastic attitude and be comfortable addressing new challenges on a daily basis. We provide significant flexibility and autonomy to team members, have high expectations and expect everyone to contribute meaningfully to our broader collective goals.
Responsibilities

· You will be working with functionally diverse teams and individuals to collaboratively design, develop, support and maintain software applications.
· Design applications as part of a multi-discipline team for Cyber, Insurance, and Finance offerings.
· Write exceptional code in either C/C++ or C# to meet Product team’s requirements, including development of all automated unit tests.
· Conduct root cause analyses of performance and instability of systems and designs with respect to accuracy and performance.
· Communication and collaboration skills for participating in & shaping the architecture and design of systems
·Technical team leadership skills with the ability to prioritize and execute in a methodical and disciplined manner
· Set and manage expectations with senior stake-holders, team members, and company management
What you bring to the team

· Experience with network programming, Windows Services & Drivers, and Linux Drivers & Daemons
· Protocol-level knowledge of programming (OSI 2, 3, 4)
· Expert-level understanding of authorization and authentication systems in computing environments
· A positive attitude around learning new skills and capabilities

Qualifications
· 10-15 years of experience developing similar Services/Daemons on Windows, MacOS, or Linux
· Adept at learning and applying new technologies
· Excellent communication skills
Compensation & Benefits
· Full range of benefits starting day one, including 401(k) and medical,
dental & vision coverage

Flexible “Personal Time Off (PTO)” plan and 10+ paid holiday days
per year US based.

Positions filled within the UK, have benefits commensurate with UK standards, including 25 days of PTO

Contact Us
·Apply for this role at qomplx.com/careers",Sr. C++ Software Engineer,"Denver, CO",3.9,Less than $1 million (USD),-1,Information Technology,51 to 200 employees,Company - Private,2020-04-16T18:21:33.157038,http://www.qomplx.com/
Building Enclosure Science,-1,-1,"Providence, RI",Construction,"Building Enclosure Science (BES) is an award-winning construction consulting and materials testing firm that works on the performance, durability and sustainability of buildings. Located in Providence, Rhode Island BES has an immediate opportunity for a Technician in the field of architectural engineering.

BES services the greater New England area and beyond, providing building enclosure investigations, remedial repair designs, commissioning, testing, construction quality control, design review, litigation support and owner’s project management. The field of building science is growing and BES is excited to add to our team of collaborative, quality-oriented, detailed, hard-working, persistent, efficient and process-driven individuals.

Qualifications:
Passion for the built world (construction, engineering, design, architecture, building materials and technology). Previous experience preferred
College degree or applicable experience in engineering, architecture, construction, construction management, building science or other related fields
Able to clearly communicate in written and verbal format, to work both independently and in a collaborative team environment and consistently meet objective-based goals
Experience with Adobe DC, BlueBeam, Project Management software and MS Office, proficiency in AutoCAD and InFocus is preferred

Technician will be required to perform the following duties:

Assist in performing building system forensics, condition assessments, existing condition, and destructive and non-destructive testing
Assist in the coordination of services with internal and external experts, design professionals, manufacturers, and contractors
Assist in preparing reports documenting observational findings, conclusions and recommendations
Perform on-site quality control inspections, document field conditions with digital photography
Perform on-site field testing of building assemblies
Assist in the development of project plans, details and specifications as required by the project team
Develop a working knowledge of design codes and industry standards
Assist in providing quality assurance services during the construction phase of projects
Assist with the performance of infrared thermal scans and electronic field vector mapping (EFVM) surveys

Building Enclosure Science offers a highly competitive salary, professional development, continuing education, retirement
savings matching, paid holidays, vacation and health benefits. Please forward resume/C.V., writing sample, work sample, and three (3) references to Joan Costello the Director of Human Resources.

We are an Equal Opportunity Employer and do not discriminate against applicants due to veteran status or on the basis
of disability. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex
or national origin.",Architectural Engineer,"Providence, RI",-1.0,Unknown / Non-Applicable,-1,"Construction, Repair & Maintenance",1 to 50 employees,Company - Private,2020-04-16T18:21:33.157038,-1
RKF Engineering Solutions LLC,-1,-1,"Bethesda, MD",-1,"Description:
RKF is a small business of engineers and scientists focused on developing innovative engineering solutions for long-range wireless communications. We are a key pillar for numerous government and commercial clients around the world, providing critical regulatory, advocacy, systems engineering, and software development expertise and capabilities. Throughout our history, we have worked extensively on a wide variety of cutting-edge communications systems ranging from satellites to terrestrial networks to high-altitude platforms.

The candidate selected will be working an extensive and comprehensive modernization of the legacy SPECTRUM XXI (SXXI) system in terms of engineering capability, UI/UX, and utility for Federal users. SXXI is, and its modernized version (MSXXI) will be, a mission critical National Security System (NSS) used by the Department of Defense (DOD), National Telecommunications and Information Administration (NTIA), other U.S. Federal Agencies, North Atlantic Treaty Organization (NATO) and foreign allies for strategic and tactical operations. The system is designated as the DODs Joint Frequency Assignment system, and it has been in use operationally at the DOD since 1999. The system provides a suite of tools and workflow automation to process frequency requests and manage use of the electromagnetic spectrum (i.e., radio frequencies).

The SXXI/MSXXI application is a client/server, Windows-based software system that provides frequency managers with a single information system to address spectrum management automation requirements. SXXI supports operational planning and management of the radio frequency spectrum with an emphasis on assigning compatible frequencies and performing spectrum engineering tasks. SXXI is the Joint standard system for spectrum management throughout the DOD. It has also been adopted by the National Telecommunications and Information Administration (NTIA) for processing frequency records for federal agencies. SPECTRUM XXI was also provided to over 22 foreign nations through Foreign Military Sales (FMS) and these efforts have paid off with SPECTRUM XXI being used by all NATO International Security Assistance Forces spectrum management elements in the Afghan Area of Operations. SXXI interoperates with the NTIA Federal Spectrum Management System and any system that complies with the Standard Frequency Action Format (SFAF) frequency record data standard. No existing Commercial-off-the-Shelf (COTS) system or other Government-off-the-Shelf (GOTS) system meets SXXI system requirements.

While domain knowledge related to RF systems and/or spectrum management is a plus, a candidate with strong software systems engineering capability in some/many of the preferred skill sets is the primary need for this effort. .

Requirements:
10+ years of experience developing software in the .NET environment
10+ years of experience with OO programming languages (C# required....Java, C++, etc. are preferred in addition)
10+ years work with Visual Studio IDE
8+ years of experience working on a SW team using Azure DevOps Server, TFS, TeamCity, or some other capability for managing version control, bug tracking & reporting, project management, automated builds, test and release pipelines, etc.
8+ years of experience working as part of a larger Agile/Scrum SW development process
Preferred:
Experience with XML
Experience with WPF and ECF
Experience with SQL, SQL Server, Oracle DBS
Experience writing unit, system, and end-to-end tests with Microsoft Test Manager, MSTest, etc.
Capable of developing code that uses multi-threading & asynchronous or synchronous interactions between threads
Capable of developing client-to-server interactions vi services (generally in accordance with a client-server distributed application structure)
Proficiency writing technical documentation (i.e., technical user guides and patch descriptions)
Education:
BS/MS - Engineering, Computer Science or equivalent",Senior Software Systems Engineer,"Bethesda, MD",-1.0,Unknown / Non-Applicable,-1,-1,1 to 50 employees,Company - Private,2020-04-16T18:21:33.157038,-1
