Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,timestamp,url
"Applied Information Sciences
4.4",-1,1982,"Reston, VA",IT Services,"Now Hiring a Data Engineer

As a Data Engineer, you will use cutting edge cloud and data technologies to power the mission of our clients and have the ability to join our team of Data and Cloud professionals and accomplish what others only dream of. Must have the ability to commute to Houston, Texas.
Ability to apply your skills in Azure Cognitive Services, Azure PaaS, data science, data analytics, and data warehousing to pioneer Azure cloud and data services within the DoD, bringing Azure Big Data services to IL4 & IL5.
Work in a team using cutting edge technologies to solve challenging business problems and build solutions
Interact directly with our client(s) to understand their needs and meet, or exceed their expectations by meeting delivery deadlines
Work in an agile environment with participation in daily stand-ups/scrum
Design, write, test, troubleshoot, and document application code
Provide mentorship to junior Developers Learn new technologies and be aware of industry standards, best practices, and trends.
Profile of Success
Bachelor's degree in a related field and six years of experience
Deep knowledge of data ingestion strategies and understanding of the V-dimensions of data (velocity, volume, variety, veracity)
Extensive experience with the Azure storage technologies (Azure Data Lake, Azure SQL Data Warehouse, Azure SQL Database)
Extensive experience with Azure data movement and transformation capabilities (Azure Data Factory, Data Lake Analytics, Data Bricks, Stream Analytics)
Proven experience developing Big Data solutions in the Azure space SQL Server 2014+ experience.
Comfortable with Microsoft SQL data technologies (SSAS/SSIS/SSRS)
Proven ability to work with clients to understand requirements and envision data ingestion solutions
Possess DoD Directive 8140 security certification
Desirable Skills
Microsoft related certifications such as the MCSD/MCSE
Experience with Hadoop-based technologies (HDInsight, Spark, Hive, Pig, Scala, etc.)
Experience with visualization tools such as Power BI or Tableau",Data Engineer,"Houston, TX",4.4,$50 to $100 million (USD),-1,Information Technology,501 to 1000 employees,Company - Private,2020-04-16T21:25:10.728716,http://www.appliedis.com/
"Briq
4.9",-1,2017,"Santa Barbara, CA",Enterprise Software & Network Solutions,"<h>The Startup</h2>

Located in breathtaking downtown Santa Barbara, centered in the vibrant, up-and-coming Haley Corridor, Briq is altering the landscape for construction decision making. We are harnessing the power of data to build the industry's first construction data cloud. Leaders in automation, machine learning, and artificial intelligence, Briq is helping construction companies minimize risk and maximize success.

<h>The Skinny</h2>

Briq is ready for curious, charismatic, creative people to join the Engineering Team at one of the fastest-growing construction analytics companies.

Our team of strategists, leaders, data scientists, and change-makers are revolutionizing the world by providing data tools that improve decision-making in one of the most predominant industries today. Our clients are among the largest builders in the world; responsible for creating the infrastructure you thrive on and designing the cities you live, work and play in. They are hungry for better, smarter data and we are hungry for your talents to help make it happen.

<h>The Skill</h2>

The Briq Engineering team is looking for a Principal Data Scientist to fuel our accelerated growth. We are rapidly growing and ready for someone who harbors a passion for crafting and deploying top quality, high-performing, data, AI, and analytic systems to join the Briq family in evolving our platform and changing the world of construction.

The Principal Data Scientist will guide the engineering team in decision-making and best practices; ensuring a consistently high-quality product while:
Driving engineering culture of excellence in partnership with product teams
Leading technical direction on design, implementation, and deployment of data services and pipelines that satisfy the evolving needs of our customers
Coordinating leadership contribution and buy-in to design planning process across Briq products and services
Ensuring the use of data and AI is woven throughout the Briq enterprise
Establishing organizational best-practices scalable across teams and products resulting in consistent, high-quality, industry standard-setting analytics and AI systems
Building internal and external relationships as a Briq evangelist and thought leader
<h>The Standard</h2>

To be successful as a principal data scientist, you will have exceptional leadership, communication and project management skills with a deep understanding of software systems at multiple levels of abstraction and an intrinsic desire to develop the skills and talents of others. You take a keen interest in international trends in engineering and leadership and harbor an above average emotional intelligence. Moreover, your background likely looks a lot like this:
Fifteen (15) years of experience in artificial intelligence, machine learning, natural language processing or related areas in the context of web-based software development/software engineering, data warehousing, or other client/server applications,
Master's degree in Computer Science or a related field, PhD preferred,
Actively participated in a development team operating at large scale,
Technically led a team of data scientists and demonstrated mentoring skills within the group,
Experience with a wide range of programming languages such as Python and Scala,
Experience with relational and noSQL databases,
Experience with real world applications of artificial intelligence and machine learning,
Proficiency with cloud computing providers such as Amazon Web Services, Google Cloud Services, or Microsoft Azure.
The Briq platform is used by construction leaders looking for meaning in their data. You'll join a highly collaborative and passionate engineering and product organization who are on a mission to help people see and understand data, dedicated to building a fantastic company and workplace, and are relentlessly focused on our customers and on building amazing products. Principal software engineers report directly to the CTO and work closely with the director of engineering to support all aspects of developing and operating our products.

Briq is an equal opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. If you think you have what it takes to thrive here, we want you!",Principal Data Scientist,"Santa Barbara, CA",4.9,Unknown / Non-Applicable,-1,Information Technology,1 to 50 employees,Company - Private,2020-04-16T21:25:10.728716,http://www.br.iq/
"Faire
4.5",Shopify,2016,"San Francisco, CA",Wholesale,"Faire is using machine learning to change wholesale and help local retailers compete with Amazon and big box stores. Our experienced data scientists and machine learning engineers are tackling recommendations, ranking, search, logistics, underwriting, and more - all with the goal of helping local retail thrive.

Job Description

The Data Science team owns a wide variety of algorithms and models that power the marketplace. We care about building machine learning models that help our customers thrive. The data science team helps answer questions like; How do we underwrite retailers with thin files? How do we optimally assign term limits to Faire retailers? How to minimize the risk of defaults while maximizing the share of wallet growth driven by net terms? What data sources should we invest in to improve the performance of our credit models?

We're looking for someone who's comfortable working on the cutting edge of machine learning research. You're happy working autonomously and delivering results without micromanagement. You wake up ready to take a problem end-to-end, dive into the guts of our information-rich databases, and produce actionable insights. You can't wait to push the boundaries and discover the next big thing, then share it with your peers. You are, or will be, world-class in credit risk and help lead the wider data community. Faire will soon be known as a top destination for data scientists and machine learning, and you will help take us there!

You're excited about this role because
You'll be able to work on cutting edge credit underwriting problems combining a wide variety of data about our retailers, makers and products
You are passionate about solving problems in the FinTech space with innovative machine learning techniques and using alternate data sources for risk management
You want to use machine learning to help local retailers and independent makers succeed
You want to be a foundational member of a fast-growing company
Qualifications
3+ years of industry experience in developing, testing, and validating credit risk models in the financial services industry
Experience applying with either boosted trees models, decision trees, or other models to solve credit underwriting problems
Strong skills in statistics, probability, and/or machine learning
A track record of solving problems using data science. The tooling/language isn't important. (e.g., numpy, pandas, scikit-learn, R, etc.)
Experience with relational databases and SQL
Relentless resourcefulness and the ability to thrive in a startup -- you're willing to do what needs to be done for the success of your team
The ability to self-regulate and get stuff done with minimal direct supervision
Strong communication skills and the ability to work with others in a closely collaborative team environment.
Nice to have:
MSc or PhD in any mathematical or statistical subject, e.g.: mathematics, statistics, computer science, astrophysics, neuroscience, operations research, economics, any of the physical sciences
Experience with capital markets reporting and credit line management is a plus
What We Offer:
We're growing fast. You will get in on the ground floor of something that's going to be special.
We're funded by the best VCs in the world.
Our founding team is experienced and led the development of one of the top 25 apps in the US App Store (Square Cash).
Great technology stack. It's fun to work with the best tools and the latest software.
The business makes sense. It's straightforward, provides clear value to both retailers and makers. You get to help change an entire industry for the better.
It's beautiful. Work on something that's well-designed, following the footsteps of Apple and Square.
About Faire

Faire is an innovative online marketplace that uses machine learning to match local retailers with the makers of products that uniquely fit their stores. We are using the power of technology to connect makers and boutiques from all over the world, building a thriving community of over 50,000 small business owners.

Our mission is to empower entrepreneurs to chase their dreams. We believe entrepreneurship is a calling. It's a way of life that offers people a level of autonomy and fulfillment that's become difficult to find elsewhere in our economy. Most of our customers have left behind jobs they hated to take a chance on themselves. We want to make sure their boldness and self-belief gets rewarded.

This mission also extends to the way we are building the company. Every member of our team is an owner of the business and taking part in the founding process.

Faire is being built for entrepreneurs, by entrepreneurs.",Senior Data Scientist - Underwriting Algorithms,"San Francisco, CA",4.5,Unknown / Non-Applicable,-1,Business Services,201 to 500 employees,Company - Private,2020-04-16T21:25:10.728716,http://www.faire.com/
"Intuitive Surgical
4.6","Medtronic, Verb Surgical, Think Surgical",1995,"Sunnyvale, CA",Health Care Products Manufacturing,"Job: IT/Information Systems
Primary Location: United States-California-Sunnyvale-US-CA-Sunnyvale
Schedule: Full-time
Requisition ID: 200814

Description
Joining Intuitive Surgical means joining a team dedicated to using technology to benefit patients by improving surgical efficacy and
decreasing surgical invasiveness, with patient safety as our highest priority.

Primary Function of Position:




The Data Analyst will be a member for the data analytics team and use technical expertise and a solid understanding of business needs to turn data into useful information. In this role, the analyst acts as an intermediary between the business community and the data engineering community working with project teams and business clients to collect, clarify, and translate business requirements into documentation from which reports and analytics are developed. The analyst is also heavily involved with the distribution and successful delivery of all reports on a daily/weekly/monthly basis. The ideal candidate will have the ability to explore and join disparate sources of data and will be at home interfacing directly with databases (such as Microsoft SQL Server Management Studio, Transact SQL, and data visualization tools like Tableau.)
Responsibilities:
Partners with stakeholders, process specialists, and users to elicit and document business requirements
Translates non-technical requirements into technical business requirements
Partners with business departmental teams to define and document business requirements for new metrics and reports
Work with engineers to analyze data to understand part performance, device performance, and trends
Ability to execute deep dives into available data sets to provide insight on product performance and user experience in support of root cause analysis and resolution
Develop user documentation and a variety of visual representation of data analysis and ensures consistency and accuracy of data and analysis provided
Performs ongoing monitoring and refinement of reports and analytical solutions
Partners with architecture and solution delivery teams to enable reports that have long-term value
Closely work with Enterprise Analytics team to stay up-to-date with enterprise guidelines and standards,
Critically evaluates information gathered from multiple sources, reconcile and identify gaps, uncover unmet business needs and work with data engineering, solution architect to create a finished solution

Qualifications
Skill/Job Requirements:


Education and Experience:
Education: Bachelors Degree in Statistics, Mathematics, Computer Science or equivalent blend of work and certification experience required
Minimum 3 years of data analytics experience required.
Programming skills and experience, especially for data exploration and presentation to management and other users of data required
Experience with Microsoft SQL and SQL Server Management Studio or equivalent required
Highly organized with strong prioritization skills required
Creative problem solver that is able to look at an issue from a variety of angles required
Ability to work in teams with a great work ethic and an enthusiasm for problem solving and data analysis required
Medical device, pharmaceutical, aerospace / defense, or other regulated industry highly preferred
Knowledge of the business of medical device development and manufacture preferred
Experience and capability using visualization software such as Tableau preferred
Exceptional ability to multi-task while maintaining tight schedules preferred
Excellent writing skills and documentation skills that enable analyses to be reliably reproduced using the same data years later preferred

We are an AA/EEO/Veterans/Disabled employer.
We will consider for employment qualified applicants with arrest and conviction records in accordance with fair chance laws.",Data Analyst 2,"Sunnyvale, CA",4.6,$2 to $5 billion (USD),-1,Manufacturing,5001 to 10000 employees,Company - Public,2020-04-16T21:25:10.728716,http://www.intuitive.com/
"OSI Engineering
4.5",-1,2010,"Campbell, CA",Staffing & Outsourcing,"JOB DESCRIPTION:
Summary
Will work alongside RnD staff to extract, process, plot and interpret data collected from variety of chemical and sensor experiments. Data may also come from deployed sensor networks.

Required Skillsets
• Seeking 1-5 years of experience in Data collection and analytics
• BS or equivalent in CS, Electrical Engineering, Data Sciences. Candidates should have a range of courses on statistics, SPC and databases
• Comfortable with python programming
• Experience with JMP and interpreting / working with Matlab
• Experience with Excel and Powerpoint would be desirable
• A team player

CONTACT INFORMATION:
Sandra Montes
Sandra@OSIEngineering.com
220.2800 x 108
OSIJOBS",Data Analyst,"Newark, CA",4.5,$25 to $50 million (USD),-1,Business Services,51 to 200 employees,Company - Private,2020-04-16T21:25:10.728716,http://www.osiengineering.com/
"Volume Integration, LLC
4.4",-1,2013,"Reston, VA",Aerospace & Defense,"Volume Integration, LLC partners with our customers to deliver leading edge ""Big Data"" analytics solutions.

By leveraging our teams' extensive experience in cloud capabilities and emerging technologies, we design and deploy custom solutions to unique and evolving challenges. Volume employees and their families are our number one priority, while also ensuring our customer's mission and success remain the primary focus and objective.

If you are a motivated individual willing to tackle challenging, and interesting problems in cyber security, big data, and machine learning, come be a part of our dynamic team!

Job Description

Volume Integration is seeking a highly motivated, self-directed professional to fill the role of Data Scientist. The position will be joining our team located at our customer site in Chantilly, VA.

The Data Scientist has the ability to work with big data and various data formats to make data meaningful to the end user. This individual is responsible for working with developers, other data scientists, and various stakeholders to address mission needs. Responsibilities include developing visualizations, modeling data, developing algorithms, working on software libraries, and investigating data questions.

Required Skills and Education:
Bachelor's degree in Computer Science, Information Systems, Engineering, or specialized experience in scientific or technical discipline.
Elasticsearch
Python
Kibana
Demonstrated knowledge of SQL and Relational Databases (MySQL)
Active TS SCI with Polygraph Clearance
Desired Qualifications:

Experience with the following is desired: AWS, Grafana, Java experience and willingness to work on minor contributions to various libraries, MapReduce (EMR) and Avro.
Clearance:
Active TS SCI with Polygraph
Location:
Chantilly, VA
Many Volume positions require an active (or ability to obtain) U.S. Security Clearance, for which the US Government requires US Citizenship. Volume Integration, LLC. is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law.",Data Scientist (Active TS SCI with Polygraph),"Chantilly, VA",4.4,$10 to $25 million (USD),-1,Aerospace & Defense,51 to 200 employees,Company - Private,2020-04-16T21:25:10.728716,http://www.volumeintegration.com/
"Analytic Partners
3.7",-1,2000,"New York, NY",Advertising & Marketing,"COMPANY OVERVIEW:

Founded in 2000, Analytic Partners (AP) has grown to be the independent global leader in analytics consulting and technology. We help top-tier companies adapt to the rapidly evolving world of data, analytics, and strategic and tactical decisioning. We are fast growing with global operations across our full-service offices in New York City, Denver, Charlottesville, Dublin, Australia, Hong Kong, Singapore, and Shanghai. We provide highly customized, results-oriented analytics and consulting services including marketing mix modeling, ROI measurement, and econometric modeling.

With a wide breadth of business experience, technology and analytic techniques, we guide our clients toward more cost-effective and profitable marketing strategies. We help our clients make wiser choices for their marketing budget, build market share, increase revenue and profit and achieve their best Return on Investment (ROI).
In The Forrester Wave Marketing Measurement and Optimization Q1 2020, Analytic Partners was named a Leader and was top ranked in Strategy and Current Offering categories among all evaluated vendors.
OUR VALUES:

Our differentiator in the marketing place is Our People! We hire the brightest talent and develop them into leaders. We foster a culture of PEOPLE, PASSION and GROWTH.
People: We value our people, clients and partners
Passion: We love what we do
Growth: Unlimited growth means unlimited potential
AP is a client-focused, team-oriented organization where innovation and results are rewarded, and individuals can chart the course of their own careers.

TEAM OVERVIEW:

The Machine Learning Team is an exceptional group of highly skilled individuals that love their work! The Machine Learning Team builds applications and builds algorithmic models that feed the analytical engines for AP! The team is comprised of motivated individuals that do exceptional work. They face challenges together and they win together. You'll collaborate with a fun and agile team to architect, implement, test and continuously deliver new features and products to our company and clients!

WE'LL TRUST YOU TO:
Work with big data via hands on data processing and build cutting edge statistical/econometric models
Lead & assist in methodology research and solution deployment across marketing analytics, scientific attribution, predictive modeling, segmentation, simulation, forecasting and optimization
Employ sophisticated analytic methodologies to help clients work through challenging marketing planning issues and business questions
Identify & help implement innovative ways to drive efficiency in our data and modeling processes
Collaborate as part of a team to recommend methodology solutions that will lead to more informed decisions and improved business performance
YOU WILL HAVE:
Advanced degree in a quantitative field (e.g., computer science, statistics, engineering, physics, economics, mathematics, etc.)
Prior experience with Machine Learning and Machine Learning Algorithms
Prior experience with Python Dash
Prior experience with R Shiny
Proficient with SQL and NoSQL
Technical understanding of probability & statistics, machine learning and optimization algorithms.
Strong attention to detail
Strong verbal and written communication skills
Great work ethic and intellectual curiosity
Desire and ability to work well with others in a team environment
You must be eligible to work in the United States on an unlimited basis to be considered for this job.",Machine Learning Engineer,United States,3.7,Unknown / Non-Applicable,-1,Business Services,51 to 200 employees,Company - Private,2020-04-16T21:25:10.728716,http://www.analyticpartners.com/
"Blueprint Medicines
3.9","bluebird bio, Agios Pharmaceuticals, Celgene",2011,"Cambridge, MA",Biotech & Pharmaceuticals,"Scientist I/II, Biology

Cambridge, MA

BIO20-901

At Blueprint Medicines, we are creating a blueprint for the future of healthcare. We are a leading company in the personalized medicine revolution by focusing on delivering new medicines that are targeted to the genetic driver of disease. We do this by leveraging our one-of-a-kind drug discovery platform to discover, develop and work to bring highly-selective kinase inhibitors to patients globally. This prolific scientific platform has enabled Blueprint Medicines to build a pipeline of novel therapies that span three distinct areas of medicine; genomically defined cancers, rare diseases and cancer immunotherapy.

[Objective of position]

Responsibilities:

Blueprint Medicines is seeking a highly motivated, experienced and collaborative laboratory scientist to work within a cross-functional team to expand our small-molecule drug discovery platform. The individual should possess strong core competency in cell and molecular biology and protein degradation, as well as the development and execution of cell-based assays for compound evaluation employing a variety of technology platforms. This hands-on candidate is expected to independently design, carry out and interpret experiments, and present data in various forums. The successful candidate will also contribute to the design and execution of key experiments to investigate cellular and molecular mechanisms as consequence of target inhibition and degradation. This position offers the opportunity to impact a growing portfolio of targeted therapy programs in a fast-paced and innovative research environment.

Qualifications and capabilities:
PhD in cell biology, cancer biology, chemical biology or related discipline with a strong publication record and 2-3 years of relevant laboratory experience in an industry
Experience in protein degradation is a must
Experience with proteomics and CeTSA or other target engagement technologies is a plus
Proficient in mammalian cell culture and cell line development; familiar with automation systems/platforms is a plus
Independently design, optimize, troubleshoot, validate, and implement cell-based assays
Employ a breadth of cell and molecular biology techniques, to investigate MOA/biology to inform project team, translational medicine, clinical strategies
Responsible for data processing, interpreting and reporting to cross functional team members
Strong oral and written communication and excellent data management (e.g. ELN, Core, LIMS) skills
Strong interpersonal and collaboration skills
A team player, who listens effectively, invites response and discussion
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

WHO WE ARE:

Blueprint Medicines mission is to dramatically improve the lives of patients with genomically defined diseases. Our singular focus is to use our deep understanding of the genetic blueprint of cancer and other diseases driven by the abnormal activation of kinases to craft highly selective medicines aimed at eradicating these diseases.

We dont think in small steps. We think in giant leaps.

We are driven by the pursuit of new ideas, new innovations, and new ways of thinking.

We know that what each and every one of us does matters and that our success depends on our ability to work together. We believe we are at our best as a company when our employees are thriving and foster a culture that provides opportunities to grow and develop professionally, while also having fun.

Powered by JazzHR","Scientist I/II, Biology","Cambridge, MA",3.9,$1 to $5 million (USD),-1,Biotech & Pharmaceuticals,51 to 200 employees,Company - Public,2020-04-16T21:25:10.728716,http://www.blueprintmedicines.com/
"McCarthy Building Co
4.3",-1,1864,"Saint Louis, MO",Construction,"Business Intelligence Analyst

McCarthy is seeking a full-time Business Intelligence Analyst who will collaborate with teams across the organization to understand their business processes and from that understanding will develop reports and dashboards to provide foundational and feedback information to enable data-driven, intelligent business decisions.

Key Responsibilities: Business Analysis
In collaboration with business partners across the organization, develop in-depth understanding of key operational processes and needs and their underlying business drivers
Facilitate discovery sessions to gather data and reporting requirements
Utilize agile project delivery practices to plan, execute and support analytics initiatives in a collaborative manner
Represent the voice of the customer to the BI Team to ensure user needs are being met while maintaining the integrity of the analytics solution
Provide formal and informal analytics training to partners and assist the business to integrate analytics in all their processes
Key Responsibilities: Business Intelligence
Analyze data in order to extract market and business trends to increase safety, profit, performance, and efficiency
Create reports and dashboards that adhere to data visualization design best practices
Monitor and audit report data quality and performance
Assist in defining data architecture needed to support reporting needs
Assist with data profiling activities
Skills & Qualifications
3-5 years using Power BI (including DAX, Power Query M, and the Power BI Service) in a business setting
3-5 years working with Microsoft SQL in a business setting
3-5 years’ experience in business analysis
Knowledgeable of visual design best practices
Experience delivering BI solutions within an agile project team, ideally as a product owner
Exceptional analytical, conceptual, and problem-solving abilities
Strong interpersonal skills with ability to communicate and influence at all levels of organization
Highly self-motivated and able to work independently as well as in a team environment
Azure Data Factory and/or experience with setting up and operating ETL/ELT pipelines preferred
Understanding of dimensional modeling concepts preferred
McCarthy is proud to be an equal opportunity and affirmative action employer regardless of race, color, gender, age, sexual orientation, gender identity, religious beliefs, marital status, genetic information, national origin, disability or protected veteran status.",Business Intelligence Analyst,"Saint Louis, MO",4.3,$2 to $5 billion (USD),-1,"Construction, Repair & Maintenance",1001 to 5000 employees,Company - Private,2020-04-16T21:25:10.728716,http://www.mccarthy.com/
"Daugherty Business Solutions
4.3",-1,1985,"Saint Louis, MO",IT Services,"Overview


At a lot of organizations, it is hard to stand out. Everyone is working on the same projects; creating and testing as fast and efficiently as humanly possible. Don’t get lost in the crowd. Team Daugherty offers the opportunity to work on something different. With every project comes the unique opportunity to showcase your skills.

Team Daugherty is looking to grow the Data and Analytic space here in MSP. Potential roles could include: Informational Architect, Information Analyst, Data Engineer, Data Scientist or Big Data Developer. Ideal candidates for these positons are problem solvers with the ability to utilize insights, creativity, and perspective to drive business success for our clients. In these roles, you could have the opportunity to work with analysts, technical team leads, and software engineers on business intelligence related architectural issues and best practices. You may also assess organizational readiness, plan and execute a proof of concept, and lead an implementation plan to success.

Now, imagine yourself:
Assisting in the design and development of reports and dashboards for varying levels of the organization (operational through executive management).
Assembling large, complex data sets that meet functional/non-functional business requirements.
Collaborating with clients to design information management and business intelligence solutions.
Analyzing application specifications and technology approaches to ensure business requirements are met and are scalable for future product releases.
Creating custom software components and employing a variety of languages and tools.
Working with business analyst and management to recommend future application solutions.
Interest in joining our crew? Here are a few things that we look for:
Ability to pick up new languages and technologies quickly.
Interest in working with tools and technologies such as: Hadoop, Informatica, Vertica, Business Objects, Cassandra, Kafka, Postgres, BigTable, Oracle, Teredata, MarkLogic, MongoDB, MatLab, HBase, Hive, CouchDB, Sklearn, Azure, PostGIS, Redshift, SAS, Memcache, Redis, Pandas, Accumulo, NumPy, TensorFlow, Python, BASH, Scala, Julia, Spark, Map Reduce, Elastic Search, AWS, Splunk, Sqoop, Kibana, Spark Streaming, Solr, DynamoDB, SoftLayer, DigitalOcean, Google Cloud, Ansible, Jenkins, Crystal Reports, Qlik, Docker, Chef, Zoomdata, SPSS, AMOS, LISREL, Theanos, t-tests, power analysis, ANOVA, ANCOVA, linear regression, logistic regression, ARIMA, factor analysis, principal components, decision trees, Naïve Bayes, K-Nearest Neighbors, Neural Networks, Random Forest, K-means clustering, Gaussian Mixture Models, GPFS, Kudu, Impala, Kinesis, GCP, Salt, Puppet, Pentaho, Jaspersoft, Talend, SSIS, SSAS, SSRS, Domo, Looker, Nifi, Spotfire, D3, PowerPivot, Power BI, Actian Vector, StremSets, REST, GraphQL, Kubernetes, GIS, Airflow, Oozie, Node Red, Mic",MSP - Data & Analytics (DA),"Bloomington, MN",4.3,$100 to $500 million (USD),-1,Information Technology,1001 to 5000 employees,Company - Private,2020-04-16T21:25:10.728716,http://www.daugherty.com/
"Esri
3.6",Pitney Bowes,1969,"Redlands, CA",Computer Hardware & Software,"Overview


Are you passionate about changing the world through machine learning and location intelligence? If yes, then it’s the right time to join our team because we are about to do so!

With the IoT revolution (30 billion sensors by 2020), the consumerization of mapping, and location data growing exponentially day after day, location is becoming extremely important to more and more people. We want to enable organizations and businesses to go beyond basic visualization and analytics of such massive data, to the realm of being two or three steps ahead of the game by extracting advanced levels of intelligence from it, predicting important events, and automating significant proportions of their work through AI and machine learning.

We are looking for an entrepreneurial, collaborative person with strong hands-on experience and solid track record with statistical analysis, machine learning, predictive analytics, software engineering, and passion for location to help us on our mission to build world class predictive location analytics solutions for our customers in 160+ countries.

Responsibilities:
Build high-quality prediction systems that solve our customers' business problems by applying data mining and machine learning techniques; doing statistical analysis; and exploring, interpreting, and analyzing datasets for patterns of interest
Work closely with different teams on understanding our customers’ needs to craft and pitch machine learning use cases to them
Model business problems to machine learning ones, mapping business data to dependent and independent features, doing proper feature engineering, iterating with different predictive models, conducting hyper parameter optimization to yield highest prediction accuracy, and deploying the model to production
Help build the data science and machine learning capability inside Esri: develop best practices and patterns for geospatial machine learning, develop reusable technical components for demos and POCs, and identify and help establish needed technology stack and infrastructure
Keep up to date with latest technology trends in machine and deep learning and quickly learn about new frameworks/techniques to be used in projects delivery
Requirements
2+ years of practical machine learning experience, some of which is within established technical organizations
Self-learner with strong communication skills (writing markdown README files, blogs, or how-to instructions)
Experience with applied statistics skills such as distributions, statistical testing, and regression
Software engineering, continuous integration and lifecycle management
Writing in Python, Java, Scala and extensive use of unit tests, Git, and Docker
Ability to perform data extraction, transformation, loading from multiple data sources and sinks
Experience in data visualization such as in Tableau or Jupyter Notebooks
Model building and hyper parameter tuning
Experience with deploying software on AWS, Azure, or other cloud service
Experience in machine learning with deep learning and other supervised, unsupervised, and reinforcement learning methods
Have a fundamental understanding of ML algorithms such as back propagation, ReLU, Bayes, Random Forests, etc.
Experience dealing with massive data sets using big data tools
Experience with time series analysis
Bachelor's in mathematics, statistics, computer science, or related field, depending on position level (master's or PhD preferred)
Recommended Qualifications:
Experience with spatial and GIS concepts
Experience with CUDA/GPU programming
Familiarity with one or more of the following: Hadoop HDFS, Spark, Accumulo, Presto, MongoDB, Elastic Search, Cassandra, HBase, R, Mahout, Pig, and Hive, DC/OS, Kubernetes
#LI-MS1
The Company


Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.

Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.

Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",Data Scientist,"Redlands, CA",3.6,$1 to $2 billion (USD),-1,Information Technology,1001 to 5000 employees,Company - Private,2020-04-16T21:22:13.230028,http://www.esri.com/
